ID_POSLA,VRSTA_KUPOPRODAJNEGA_POSLA,DATUM_UVELJAVITVE,DATUM_SKLENITVE_POGODBE,POGODBENA_CENA_ODSKODNINA,VKLJUCENOST_DDV,STOPNJA_DDV,DATUM_IZTEKA_LIZINGA,DATUM_PRENEHANJA_LIZINGA,OPOMBE_O_PRAVNEM_POSLU,POSREDOVANJE_NEPREMICNINSKE_AGENCIJE,DATUM_ZADNJE_SPREMEMBE_POSLA,DATUM_ZADNJE_UVELJAVITVE_POSLA,VRSTA_AKTA,TRZNOST_POSLA,LETO,RPE_OBCINE_SIFRA
141701,1,05.01.2017,07.11.2013,54000,0,,,,,0,05.01.2017,05.01.2017,1,4,2017,61
244000,1,17.01.2017,23.11.2015,304000,0,,,,PV 8328/2015,0,15.04.2025,17.01.2017,1,3,2017,61
244143,1,17.01.2017,23.11.2015,117000,0,,,,št. prej. vp. 4236-8351/2015,0,15.04.2025,17.01.2017,1,1,2017,61
244157,1,17.01.2017,24.11.2015,30500,0,,,,PV/8444/2015,0,15.04.2025,17.01.2017,1,2,2017,61
274031,1,13.02.2017,17.05.2016,26957,0,,,,"4640/16 poškodovano do te mere, da je popolnoma uničeno (stavba C. Španskih borcev 57 a) priložena cenitev",0,15.04.2025,13.02.2017,1,3,2017,61
243220,1,17.01.2017,03.12.2015,15550,0,,,,4236-8640/2015,0,15.04.2025,17.01.2017,1,1,2017,61
261633,1,10.02.2017,20.10.2015,13054,1,4,,,,0,15.04.2025,10.02.2017,1,2,2017,61
287184,1,16.01.2017,30.09.2016,503400,1,4,,,DDV se obračuna v skladu s 76.a členom ZDDV-1,0,15.04.2025,16.01.2017,1,2,2017,61
287006,1,10.02.2017,26.09.2016,47400,1,4,,,,1,15.04.2025,10.02.2017,1,2,2017,61
297437,1,18.01.2017,29.09.2016,49000,0,,,,PV/9950/2016,0,15.04.2025,18.01.2017,1,1,2017,61
295724,1,18.01.2017,11.11.2016,115600,0,,,,PV 10611/2016,0,15.04.2025,18.01.2017,1,1,2017,61
