ID_POSLA,SIFRA_KO,IME_KO,OBCINA,PARCELNA_STEVILKA,VRSTA_ZEMLJISCA,VRSTA_TRAJNEGA_NASADA,STAROST_TRAJNEGA_NASADA,PRODANI_DELEZ_PARCELE,OPOMBE_O_NEPREMICNINI,POVRSINA_PARCELE,POGODBENA_CENA_PARCELE,STOPNJA_DDV_PARCELE,E_CENTROID,N_CENTROID,LETO,RPE_OBCINE_SIFRA
432542,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,848/40,5,,,1/1,,47,,,459694.79,105613.24,2021,61
432542,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,848/41,5,,,89/5000,,51,,,459705.87,105621.9,2021,61
432542,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,845,5,,,411/2500,,4963,,,459659.58,105637.3,2021,61
432542,1738,DRAVLJE,LJUBLJANA,59/10,5,,,3411/10000,,24,,,459689.02,105596.52,2021,61
432542,1738,DRAVLJE,LJUBLJANA,59/11,5,,,3411/10000,,26,,,459684.74,105594.22,2021,61
432542,1738,DRAVLJE,LJUBLJANA,59/12,5,,,3411/10000,,11,,,459681.64,105592.03,2021,61
432542,1738,DRAVLJE,LJUBLJANA,59/13,5,,,3411/10000,,11,,,459679.94,105590.93,2021,61
432542,1738,DRAVLJE,LJUBLJANA,59/14,5,,,3411/10000,,44,,,459675.55,105587.96,2021,61
432542,1738,DRAVLJE,LJUBLJANA,59/16,5,,,3411/10000,,14,,,459710.42,105610.82,2021,61
432542,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,848/17,5,,,14/625,,186,,,459586.16,105674.91,2021,61
432542,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,848/18,5,,,14/625,,27,,,459625.41,105704.57,2021,61
432542,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,848/21,5,,,89/5000,,1168,,,459609.76,105635.62,2021,61
432542,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,848/39,5,,,1/1,,33,,,459694.92,105616.77,2021,61
432542,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,848/34,5,,,1/1,,22,,,459701.27,105608.31,2021,61
432542,1738,DRAVLJE,LJUBLJANA,59/8,5,,,3411/10000,,58,,,459702.62,105605.68,2021,61
432542,1738,DRAVLJE,LJUBLJANA,59/9,5,,,3411/10000,,22,,,459693.62,105600.01,2021,61
485356,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,192/29,5,,,1/1,,113,,,459394.16,106462.7,2021,61
485356,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,192/28,5,,,1/1,,38,,,459395.62,106474.82,2021,61
485356,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,192/27,5,,,1/1,,93,,,459392.05,106474.01,2021,61
485356,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,192/51,5,,,1/4,,6,,,459377.53,106478.07,2021,61
485356,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,192/36,6,,,1/4,,37,,,459408.46,106479.59,2021,61
485356,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,192/35,6,,,1/4,,15,,,459402.91,106481.58,2021,61
485356,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,192/34,6,,,1/4,,5,,,459400.46,106483.15,2021,61
485356,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,192/33,6,,,1/4,,17,,,459397.09,106484.9,2021,61
485356,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,192/53,6,,,1/4,,39,,,459391.91,106487.83,2021,61
521796,2636,BEŽIGRAD,LJUBLJANA,447/12,5,,,1/1,,68,,,461885.73,103858.71,2021,61
