ID_POSLA,SIFRA_KO,IME_KO,OBCINA,PARCELNA_STEVILKA,VRSTA_ZEMLJISCA,VRSTA_TRAJNEGA_NASADA,STAROST_TRAJNEGA_NASADA,PRODANI_DELEZ_PARCELE,OPOMBE_O_NEPREMICNINI,POVRSINA_PARCELE,POGODBENA_CENA_PARCELE,STOPNJA_DDV_PARCELE,E_CENTROID,N_CENTROID,LETO,RPE_OBCINE_SIFRA
-623428,1723,VIČ,LJUBLJANA,711/12,6,,,1/1,,15,,,,,2012,61
-623428,1723,VIČ,LJUBLJANA,711/20,6,,,1/1,,11,,,,,2012,61
-623425,1723,VIČ,LJUBLJANA,711/15,6,,,1/1,,13,,,,,2012,61
-623425,1723,VIČ,LJUBLJANA,711/14,6,,,1/1,,13,,,,,2012,61
-623064,1772,SLAPE,LJUBLJANA,942/4,3,,,1/1,,279,,,,,2012,61
-623064,1772,SLAPE,LJUBLJANA,942/3,5,,,1/1,,74,,,,,2012,61
-622950,1734,JEŽICA,LJUBLJANA,1182,5,,,1/1,,736,,,462307.92,105942.06,2012,61
-622950,1734,JEŽICA,LJUBLJANA,1182,5,,,1/1,,736,,,462307.92,105942.06,2012,61
-622949,1723,VIČ,LJUBLJANA,1251/46,10,,,1/1,,52,,,458956.21,100776.05,2012,61
-622935,2706,ZELENA JAMA,LJUBLJANA,1500,5,,,1/2,,331,,,463944,103008.49,2012,61
-622906,1770,KAŠELJ,LJUBLJANA,1115/2,3,,,302/2076,,824,,,470479.89,102157.81,2012,61
-622906,1770,KAŠELJ,LJUBLJANA,1115/1,3,,,302/2076,,1252,,,470479.39,102174.22,2012,61
-622869,1773,DOBRUNJE,LJUBLJANA,1761,7,,,1/1,,14063,,,468352.03,99031.97,2012,61
-622866,1773,DOBRUNJE,LJUBLJANA,251/11,5,,,1/6,,119,,,469033.63,100057.76,2012,61
-622866,1773,DOBRUNJE,LJUBLJANA,252/2,5,,,1/6,,237,,,469034.04,100090.33,2012,61
-622866,1773,DOBRUNJE,LJUBLJANA,251/9,5,,,1/1,,293,,,469010.06,100040.27,2012,61
-622865,1734,JEŽICA,LJUBLJANA,1095,3,,,1/1,,243,,,462601.48,106284.63,2012,61
-622865,1734,JEŽICA,LJUBLJANA,1094,3,,,1/1,,271,,,462587.88,106274.65,2012,61
-622860,1738,DRAVLJE,LJUBLJANA,1160/7,5,,,1/1,,114,,,458886.47,104565.18,2012,61
-622860,1738,DRAVLJE,LJUBLJANA,1160/6,5,,,1/1,,255,,,458886.54,104571,2012,61
-622822,2636,BEŽIGRAD,LJUBLJANA,1258/2,10,,,1/1,,62,,,462626.5,103164.16,2012,61
-622793,1723,VIČ,LJUBLJANA,1930/45,10,,,1/1,,70,,,458912.95,99614.09,2012,61
-622767,1770,KAŠELJ,LJUBLJANA,267/1,3,,,3/36,,221,,,470519.85,102504.21,2012,61
-622767,1770,KAŠELJ,LJUBLJANA,266,5,,,3/32,,319,,,470534.54,102492.77,2012,61
-622760,1994,DOBROVA,LJUBLJANA,1871/25,5,,,1/1,,251,,,457579.83,100534.52,2012,61
-622757,1749,GAMELJNE,LJUBLJANA,1409,7,,,1/1,,3643,,,461424.32,108557.24,2012,61
-622757,1749,GAMELJNE,LJUBLJANA,1408,7,,,1/1,,1361,,,461369.8,108547.26,2012,61
-622757,1749,GAMELJNE,LJUBLJANA,1410,7,,,1/1,,2775,,,461425.13,108596.41,2012,61
-622750,1753,VIŽMARJE,LJUBLJANA,880/10,10,,,1/1,,185,,,457881.62,107731.59,2012,61
-622750,1753,VIŽMARJE,LJUBLJANA,879/7,5,,,1/1,,708,,,457885.89,107720.72,2012,61
-622737,1728,LJUBLJANA MESTO,LJUBLJANA,*263,5,,,124/1000,,692,,,461759.67,101176.21,2012,61
-622724,2681,BRINJE II,LJUBLJANA,668/4,3,,,1/1,,39,,,464049.71,103439.58,2012,61
-622720,1738,DRAVLJE,LJUBLJANA,506/2,7,,,1/2,,883,,,460469.68,105152.12,2012,61
-622667,1731,UDMAT,LJUBLJANA,730/21,5,,,1/1,,17,,,464280.16,101444.94,2012,61
-622627,2681,BRINJE II,LJUBLJANA,805/8,3,,,1/1,,94,,,464227.13,103400.21,2012,61
-622524,1753,VIŽMARJE,LJUBLJANA,591/3,2,,,1/1,,130,,,458445.98,107998,2012,61
-622516,1739,ZGORNJA ŠIŠKA,LJUBLJANA,2219/142,10,,,1/1,,106,,,459108.16,103710.9,2012,61
-622510,1756,ČRNUČE,LJUBLJANA,150/4,10,,,1/1,,15,,,463316.44,106978.57,2012,61
-622510,1756,ČRNUČE,LJUBLJANA,150/5,6,,,1/1,,12,,,463324.2,106980.66,2012,61
-622497,1696,RUDNIK,LJUBLJANA,197/2,3,,,3207/10000,,224,,,464854.61,97664.14,2012,61
-622491,1755,GLINCE,LJUBLJANA,1337,9,,,1/84,,34563,,,454415.41,105094.15,2012,61
-622488,1751,TACEN,LJUBLJANA,130/5,5,,,220/1000,,373,,,458460.12,108904.37,2012,61
-622488,1751,TACEN,LJUBLJANA,130/6,5,,,220/1000,,580,,,458461.28,108891.32,2012,61
-622465,1753,VIŽMARJE,LJUBLJANA,1131/10,5,,,1/1,,267,,,458410.95,107768.22,2012,61
-622423,1756,ČRNUČE,LJUBLJANA,300/23,5,,,1/1,,120,,,463317.5,107826.58,2012,61
-622389,1738,DRAVLJE,LJUBLJANA,440/39,10,,,587/100000,,364,,,459610.07,105330.21,2012,61
-622389,1738,DRAVLJE,LJUBLJANA,440/29,10,,,587/100000,,207,,,459576.65,105324.79,2012,61
-622389,1738,DRAVLJE,LJUBLJANA,440/30,10,,,587/100000,,742,,,459576.23,105316.32,2012,61
-622389,1738,DRAVLJE,LJUBLJANA,440/9,10,,,683/100000,,861,,,459612.83,105305.55,2012,61
-622389,1738,DRAVLJE,LJUBLJANA,440/36,10,,,587/100000,,530,,,459619.38,105287.36,2012,61
-622389,1738,DRAVLJE,LJUBLJANA,440/12,10,,,587/100000,,1405,,,459574,105286.35,2012,61
-622389,1738,DRAVLJE,LJUBLJANA,440/8,10,,,587/100000,,473,,,459590.54,105297.14,2012,61
-622386,2636,BEŽIGRAD,LJUBLJANA,162/2,10,,,1/12,,438,,,461963.58,103956.92,2012,61
-622360,1738,DRAVLJE,LJUBLJANA,1160/5,5,,,1/1,,254,,,458884.06,104579.94,2012,61
-622360,1738,DRAVLJE,LJUBLJANA,1160/5,5,,,1/1,,254,,,458884.06,104579.94,2012,61
-622318,1735,STOŽICE,LJUBLJANA,300/4,3,,,69/300,,83,,,461974.08,105473.85,2012,61
-622318,1735,STOŽICE,LJUBLJANA,300/5,3,,,69/300,,186,,,461996.08,105473.27,2012,61
-622318,1735,STOŽICE,LJUBLJANA,300/1,3,,,69/300,,161,,,461986.73,105482.57,2012,61
-622318,1735,STOŽICE,LJUBLJANA,300/3,5,,,69/300,,79,,,461982.33,105478.55,2012,61
-622318,1735,STOŽICE,LJUBLJANA,300/6,5,,,69/300,,40,,,461993.32,105485.7,2012,61
-622318,1735,STOŽICE,LJUBLJANA,300/7,5,,,69/300,,18,,,461990.85,105484.22,2012,61
-622286,1734,JEŽICA,LJUBLJANA,926/2,5,,,1/4,,274,,,461604.62,106293.54,2012,61
-622271,1730,MOSTE,LJUBLJANA,101/1,5,,,214/10000,,2899,,,465735.62,103037.77,2012,61
-622271,1730,MOSTE,LJUBLJANA,101/7,5,,,214/10000,,1234,,,465679.55,103084.51,2012,61
-622271,1730,MOSTE,LJUBLJANA,127/100,5,,,214/10000,,1200,,,465747.52,103037.54,2012,61
-622271,1730,MOSTE,LJUBLJANA,101/2,5,,,214/10000,,1492,,,465709.13,103014.04,2012,61
-622234,1728,LJUBLJANA MESTO,LJUBLJANA,*44,5,,,1/100,,312,,,461925.63,100888.98,2012,61
-622218,1770,KAŠELJ,LJUBLJANA,397/4,5,,,1/1,,405,,,469771.06,102691.18,2012,61
-622202,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,1707/214,1,,,1/1,,99,,,459898,99121.04,2012,61
-622193,2706,ZELENA JAMA,LJUBLJANA,1419/4,3,,,1/1,,3877,,,463323.24,102832.69,2012,61
-622172,1772,SLAPE,LJUBLJANA,680/4,5,,,1/3,,190,,,467663.45,102164.02,2012,61
-622140,1770,KAŠELJ,LJUBLJANA,1792/4,10,,,1/3,,9,,,469161.14,101437.24,2012,61
-622140,1770,KAŠELJ,LJUBLJANA,1792/1,10,,,1/3,,282,,,469164.53,101420.13,2012,61
-622140,1770,KAŠELJ,LJUBLJANA,1792/2,10,,,1/3,,54,,,469157.74,101429.02,2012,61
-622140,1770,KAŠELJ,LJUBLJANA,1792/3,5,,,1/3,,177,,,469166.17,101432.15,2012,61
-622140,1770,KAŠELJ,LJUBLJANA,1792/5,5,,,1/3,,73,,,469169.29,101440.67,2012,61
-622135,1756,ČRNUČE,LJUBLJANA,737/1,3,,,1/1,,399,,,464973.73,108187.11,2012,61
-622127,1749,GAMELJNE,LJUBLJANA,774/7,7,,,1/1,,680,,,461009.88,109151,2012,61
-622127,1749,GAMELJNE,LJUBLJANA,782/5,7,,,1/1,,701,,,460997.25,109119.73,2012,61
-622107,1695,KARLOVŠKO PREDMESTJE,LJUBLJANA,350/227,3,,,1/1,,1131,,,462917.71,98681.93,2012,61
-622107,1695,KARLOVŠKO PREDMESTJE,LJUBLJANA,350/226,5,,,9/10,,523,,,462936.51,98672.44,2012,61
-622090,2636,BEŽIGRAD,LJUBLJANA,243/26,5,,,842/10000,,668,,,462531.95,103513.95,2012,61
-622084,1755,GLINCE,LJUBLJANA,123/2,9,,,1/1,,334,,,456715.76,104190.02,2012,61
-622083,1737,TABOR,LJUBLJANA,3171/8,3,,,1/1,,17,,,462740.22,101870.31,2012,61
-622049,1756,ČRNUČE,LJUBLJANA,48/4,3,,,1/1,,441,,,463790.76,107022.4,2012,61
-622020,1730,MOSTE,LJUBLJANA,926/1,5,,,1/2,,102,,,464079.77,102130.25,2012,61
-622020,1730,MOSTE,LJUBLJANA,926/4,5,,,1/2,,139,,,464091.05,102117.28,2012,61
-622020,1730,MOSTE,LJUBLJANA,926/2,5,,,1/2,,65,,,464078.82,102121.3,2012,61
-622020,1730,MOSTE,LJUBLJANA,926/3,5,,,1/2,,142,,,464082.41,102114.34,2012,61
-621968,1779,TREBELJEVO,LJUBLJANA,260/6,3,,,1/2,,192,,,479777.44,97373.28,2012,61
-621935,1753,VIŽMARJE,LJUBLJANA,1112/2,5,,,13/100,,1237,,,458328.18,107738.31,2012,61
-621935,1753,VIŽMARJE,LJUBLJANA,1116,5,,,13/100,,756,,,458331.02,107717.93,2012,61
-621935,1753,VIŽMARJE,LJUBLJANA,1114/2,5,,,13/100,,8,,,458394.11,107730.29,2012,61
-621935,1753,VIŽMARJE,LJUBLJANA,1115,5,,,13/100,,807,,,458366.38,107713.77,2012,61
-621933,1752,STANEŽIČE,LJUBLJANA,1444/5,7,,,1/20,,663,,,456598.08,108414.3,2012,61
-621933,1752,STANEŽIČE,LJUBLJANA,1444/4,7,,,1/10,,1005,,,456629.71,108425.86,2012,61
-621933,1981,GOLO BRDO,MEDVODE,1164,9,,,1/10,,14739,,,452920.35,105879.77,2012,61
