ID_POSLA,VRSTA_KUPOPRODAJNEGA_POSLA,DATUM_UVELJAVITVE,DATUM_SKLENITVE_POGODBE,POGODBENA_CENA_ODSKODNINA,VKLJUCENOST_DDV,STOPNJA_DDV,DATUM_IZTEKA_LIZINGA,DATUM_PRENEHANJA_LIZINGA,OPOMBE_O_PRAVNEM_POSLU,POSREDOVANJE_NEPREMICNINSKE_AGENCIJE,DATUM_ZADNJE_SPREMEMBE_POSLA,DATUM_ZADNJE_UVELJAVITVE_POSLA,VRSTA_AKTA,TRZNOST_POSLA,LETO,RPE_OBCINE_SIFRA
-597429,1,15.05.2012,21.03.2012,60000,0,,,,,,23.07.2015,15.05.2012,1,4,2012,61
-597433,1,15.05.2012,03.04.2012,105000,0,,,,,,23.07.2015,15.05.2012,1,4,2012,61
-597435,1,15.05.2012,30.03.2012,41353,0,,,,,,23.07.2015,15.05.2012,1,4,2012,61
-597448,1,15.05.2012,03.04.2012,160000,0,,,,,,23.07.2015,15.05.2012,1,4,2012,61
-598626,1,19.06.2012,12.05.2012,205000,0,,,,,,23.07.2015,19.06.2012,1,4,2012,61
-598663,1,13.06.2012,04.04.2012,167755,0,,,,,,23.07.2015,13.06.2012,1,4,2012,61
-600921,1,14.06.2012,24.05.2012,120000,0,,,,,,23.07.2015,14.06.2012,1,4,2012,61
-600928,1,14.06.2012,25.04.2012,8000,0,,,,,,23.07.2015,14.06.2012,1,4,2012,61
-596684,1,15.05.2012,23.02.2012,65000,0,,,,,,23.07.2015,15.05.2012,1,4,2012,61
-597171,1,15.05.2012,23.03.2012,14138,0,,,,,,23.07.2015,15.05.2012,1,4,2012,61
-597175,1,15.05.2012,23.03.2012,0,0,,,,Kupoprodajna pogodba namesto razlastitve - oporstitev po 2. alineji 10. člena ZSPN-2.,,23.07.2015,15.05.2012,1,4,2012,61
-597177,1,15.05.2012,26.03.2012,80000,0,,,,,,23.07.2015,15.05.2012,1,4,2012,61
-592894,1,12.04.2012,19.12.2011,1000,0,,,,,,23.07.2015,12.04.2012,1,4,2012,61
-592897,1,12.04.2012,08.02.2012,117000,0,,,,,,23.07.2015,12.04.2012,1,4,2012,61
-593152,1,12.04.2012,12.01.2012,28050,0,,,,"Dodatek k pogodbi o priznanju lastninske pravice in pogobi o razdružitvi solastnine, veza z pog. št. 614/10.02.2012.",,23.07.2015,12.04.2012,1,4,2012,61
-597516,1,15.05.2012,16.03.2012,79740,0,,,,,,23.07.2015,15.05.2012,1,4,2012,61
-600489,1,14.06.2012,17.04.2012,79000,0,,,,,,23.07.2015,14.06.2012,1,4,2012,61
-600490,1,14.06.2012,23.04.2012,105000,0,,,,,,23.07.2015,14.06.2012,1,4,2012,61
-600491,1,14.06.2012,25.04.2012,500,0,,,,,,23.07.2015,14.06.2012,1,4,2012,61
-600493,1,14.06.2012,05.04.2012,390000,0,,,,,,23.07.2015,14.06.2012,1,4,2012,61
-600494,1,14.06.2012,11.04.2012,167753,0,,,,,,23.07.2015,14.06.2012,1,4,2012,61
-600499,1,14.06.2012,23.04.2012,190897.6,0,,,,,,23.07.2015,14.06.2012,1,4,2012,61
-599540,1,14.06.2012,17.04.2012,105000,0,,,,,,23.07.2015,14.06.2012,1,4,2012,61
-599541,1,14.06.2012,17.04.2012,120000,0,,,,,,23.07.2015,14.06.2012,1,4,2012,61
-599542,1,14.06.2012,16.04.2012,125000,0,,,,,,23.07.2015,14.06.2012,1,4,2012,61
-599912,1,14.06.2012,26.04.2012,380000,0,,,,,,23.07.2015,14.06.2012,1,4,2012,61
-599920,1,14.06.2012,26.04.2012,75221,0,,,,,,23.07.2015,14.06.2012,1,4,2012,61
-599923,1,14.06.2012,20.04.2012,81400,0,,,,,,23.07.2015,14.06.2012,1,4,2012,61
-599927,1,14.06.2012,14.05.2012,130000,0,,,,,,23.07.2015,14.06.2012,1,4,2012,61
-599930,1,14.06.2012,17.05.2012,9000,0,,,,,,23.07.2015,14.06.2012,1,4,2012,61
-600234,1,14.06.2012,15.05.2012,65000,0,,,,,,23.07.2015,14.06.2012,1,4,2012,61
-600246,1,14.06.2012,15.05.2012,96000,0,,,,,,23.07.2015,14.06.2012,1,4,2012,61
-598864,1,14.06.2012,19.04.2012,280000,0,,,,,,23.07.2015,14.06.2012,1,4,2012,61
-598885,1,14.06.2012,15.05.2012,28000,0,,,,,,23.07.2015,14.06.2012,1,4,2012,61
-601094,1,14.06.2012,11.04.2012,160000,0,,,,,,23.07.2015,14.06.2012,1,4,2012,61
-597080,1,15.05.2012,29.01.2012,6600,0,,,,,,23.07.2015,15.05.2012,1,4,2012,61
