ID_POSLA,VRSTA_KUPOPRODAJNEGA_POSLA,DATUM_UVELJAVITVE,DATUM_SKLENITVE_POGODBE,POGODBENA_CENA_ODSKODNINA,VKLJUCENOST_DDV,STOPNJA_DDV,DATUM_IZTEKA_LIZINGA,DATUM_PRENEHANJA_LIZINGA,OPOMBE_O_PRAVNEM_POSLU,POSREDOVANJE_NEPREMICNINSKE_AGENCIJE,DATUM_ZADNJE_SPREMEMBE_POSLA,DATUM_ZADNJE_UVELJAVITVE_POSLA,VRSTA_AKTA,TRZNOST_POSLA,LETO,RPE_OBCINE_SIFRA
-275170,1,04.05.2009,10.06.2008,155000,0,,,,,,23.07.2015,04.05.2009,1,4,2009,61
-382007,1,07.01.2009,19.12.2008,65000,0,,,,,,23.07.2015,07.01.2009,1,4,2009,61
-392410,1,19.01.2009,06.01.2009,120598,0,,,,,,23.07.2015,19.01.2009,1,4,2009,61
-392413,1,19.01.2009,22.12.2008,105000,0,,,,,,23.07.2015,19.01.2009,1,4,2009,61
-392416,1,19.01.2009,03.01.2009,180000,0,,,,,,23.07.2015,19.01.2009,1,4,2009,61
-392418,1,19.01.2009,22.12.2008,395000,0,,,,,,23.07.2015,19.01.2009,1,4,2009,61
-392425,1,19.01.2009,05.01.2009,99000,0,,,,,,23.07.2015,19.01.2009,1,4,2009,61
-388670,1,15.01.2009,27.12.2008,108000,0,,,,,,23.07.2015,15.01.2009,1,4,2009,61
-394573,1,20.01.2009,26.11.2008,75000,0,,,,,,23.07.2015,20.01.2009,1,4,2009,61
-394577,1,20.01.2009,27.11.2008,1080000,1,,,,,,23.07.2015,20.01.2009,1,4,2009,61
-381186,1,07.01.2009,10.12.2008,47000,0,,,,,,23.07.2015,07.01.2009,1,4,2009,61
-381189,1,07.01.2009,19.12.2008,105000,0,,,,,,23.07.2015,07.01.2009,1,4,2009,61
-381197,1,07.01.2009,10.12.2008,2000,0,,,,,,23.07.2015,07.01.2009,1,4,2009,61
-395339,1,21.01.2009,02.10.2008,140000,0,,,,,,23.07.2015,21.01.2009,1,4,2009,61
-395346,1,21.01.2009,11.11.2008,163000,0,,,,,,23.07.2015,21.01.2009,1,4,2009,61
-395347,1,21.01.2009,25.11.2008,163000,0,,,,,,23.07.2015,21.01.2009,1,4,2009,61
-396071,1,22.01.2009,06.06.2008,470000,0,,,,,,23.07.2015,22.01.2009,1,4,2009,61
-396072,1,22.01.2009,24.09.2008,216200,0,,,,,,23.07.2015,22.01.2009,1,4,2009,61
-396080,1,22.01.2009,05.01.2009,14605,0,,,,,,23.07.2015,22.01.2009,1,4,2009,61
-383278,1,08.01.2009,24.10.2008,181000,1,,,,,,23.07.2015,08.01.2009,1,4,2009,61
-387840,1,14.01.2009,09.12.2008,137888.94,0,,,,"Podatki so privzeti iz pogodbe in zemljiške knjige. Predmet kupo-prodajne pogodbe je stanovanje v velikosti 45,34m2 z oznako B.0.3. (to je garsonjera ID 110.E) in parkirno mesto št. 30 z id št 278.E v izmeri 15,29m2 v drugi garažni kleti. ",,23.07.2015,14.01.2009,1,4,2009,61
-358772,1,15.10.2009,12.12.2008,105000,0,,,,,,23.07.2015,15.10.2009,1,4,2009,61
-444240,1,08.04.2009,11.03.2009,87500,0,,,,,,23.07.2015,08.04.2009,1,4,2009,61
-431620,1,06.03.2009,10.01.2009,23679.33,0,,,,,,23.07.2015,06.03.2009,1,4,2009,61
-412381,1,11.02.2009,27.01.2009,124000,0,,,,,,23.07.2015,11.02.2009,1,4,2009,61
-412387,1,11.02.2009,09.02.2009,155000,0,,,,,,23.07.2015,11.02.2009,1,4,2009,61
-381176,1,07.01.2009,09.10.2008,36848,0,,,,,,23.07.2015,07.01.2009,1,4,2009,61
-381181,1,07.01.2009,18.12.2008,88000,0,,,,,,23.07.2015,07.01.2009,1,4,2009,61
-395314,1,21.01.2009,08.12.2008,210000,1,,,,,,23.07.2015,21.01.2009,1,4,2009,61
-395325,1,21.01.2009,24.12.2008,142000,0,,,,,,23.07.2015,21.01.2009,1,4,2009,61
-382020,1,07.01.2009,23.12.2008,420000,0,,,,,,23.07.2015,07.01.2009,1,4,2009,61
-386299,1,05.11.2009,13.11.2008,100000,0,,,,Prodaja se poslovni prostor (trgovina ali pisarna) z pripadačim parkirnim prostorov v kleti garaži.,,23.07.2015,05.11.2009,1,4,2009,61
-388653,1,15.01.2009,07.10.2008,212000,0,,,,,,23.07.2015,15.01.2009,1,4,2009,61
-386264,1,12.01.2009,09.12.2008,90000,0,,,,,,23.07.2015,12.01.2009,1,4,2009,61
-386272,2,12.01.2009,24.12.2008,4568329,0,,,,"PARC. ŠT. 2192/3 - DVORIŠČE, GOSPODARSKO POSLOPJE, PARC. ŠT. 1416/1 - DVORIŠČE, PARC. ŠT. 1416/2 - DVORIŠČE, PARC. ŠT. 1453/27 - ŽELEZNICA IN PARC. ŠT. 1453/29 - ŽELEZNICA.",,23.07.2015,12.01.2009,1,4,2009,61
-377514,1,03.01.2009,18.11.2008,91000,0,,,,,,23.07.2015,03.01.2009,1,4,2009,61
-377515,1,03.01.2009,28.11.2008,142000,0,,,,,,23.07.2015,03.01.2009,1,4,2009,61
-377516,1,03.01.2009,20.11.2008,139500,0,,,,,,23.07.2015,03.01.2009,1,4,2009,61
-379740,1,06.01.2009,20.10.2008,142000,0,,,,,,23.07.2015,06.01.2009,1,4,2009,61
-379741,1,06.01.2009,10.12.2008,47000,0,,,,,,23.07.2015,06.01.2009,1,4,2009,61
-399028,1,26.01.2009,15.01.2009,280000,1,,,,,,23.07.2015,26.01.2009,1,4,2009,61
-399029,1,26.01.2009,21.01.2009,77800,0,,,,,,23.07.2015,26.01.2009,1,4,2009,61
-387082,1,13.01.2009,17.10.2008,212000,1,,,,,,23.07.2015,13.01.2009,1,4,2009,61
-386273,2,12.01.2009,31.12.2008,17000,0,,,,"PARC. ŠT. 1121/9 - NJIVA, NAMENJENA ZA INDIVIDUALNO STANOVANJSKO GRADNJO V STRNJENI ZAZIDAVI.",,23.07.2015,12.01.2009,1,4,2009,61
-387083,1,13.01.2009,19.12.2008,133752.28,0,,,,"Podatki so privzeti iz pogodbe in zemljiške knjige. Predmet kupo-prodajne pogodbe je stanovanje v velikosti 45,34m2 z oznako B.2.11 (to je garsonjera v drugem nadstropju ID 129.E) in parkirno mesto št. 88 z id št 266.E v izmeri 13,92m2 v drugi garažni kleti. ",,23.07.2015,13.01.2009,1,4,2009,61
-387084,1,13.01.2009,08.12.2008,110000,1,,,,,,23.07.2015,13.01.2009,1,4,2009,61
