ID_POSLA,SIFRA_KO,IME_KO,OBCINA,PARCELNA_STEVILKA,VRSTA_ZEMLJISCA,VRSTA_TRAJNEGA_NASADA,STAROST_TRAJNEGA_NASADA,PRODANI_DELEZ_PARCELE,OPOMBE_O_NEPREMICNINI,POVRSINA_PARCELE,POGODBENA_CENA_PARCELE,STOPNJA_DDV_PARCELE,E_CENTROID,N_CENTROID,LETO,RPE_OBCINE_SIFRA
-474083,1723,VIČ,LJUBLJANA,216,5,,,1/2,,505,,,,,2009,61
-474066,1738,DRAVLJE,LJUBLJANA,369/5,3,,,54/100,,303,,,,,2009,61
-474066,1738,DRAVLJE,LJUBLJANA,369/1,3,,,54/100,,395,,,,,2009,61
-474033,1738,DRAVLJE,LJUBLJANA,369/5,3,,,46/100,,303,,,,,2009,61
-474033,1738,DRAVLJE,LJUBLJANA,369/1,3,,,46/100,,395,,,,,2009,61
-473999,1771,ZADOBROVA,LJUBLJANA,785/12,3,,,1/60,VSAK ZGORAJ NAVEDENI KUPEC JE KUPIL ZEMLJIŠČE DO 425/1429,1429,,,,,2009,61
-473905,1723,VIČ,LJUBLJANA,2099/18,10,,,26/226,"Predmet pravnega posla je solastniški delež zemljišča, ki v naravi predstavlja atrij in parkirno mesto.",226,,,,,2009,61
-473785,1696,RUDNIK,LJUBLJANA,2415/22,3,,,1/2,,,,,464371.36,98679.75,2009,61
-473785,1696,RUDNIK,LJUBLJANA,2415/4,3,,,1/2,,,,,464343.37,98686.01,2009,61
-473785,1696,RUDNIK,LJUBLJANA,2415/21,3,,,1/2,,,,,0,0,2009,61
-473785,1696,RUDNIK,LJUBLJANA,2415/23,10,,,1/2,,,,,464371.08,98664.49,2009,61
-473785,1696,RUDNIK,LJUBLJANA,2415/25,10,,,1/2,,,,,464370.47,98655.36,2009,61
-473779,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,997/2,7,,,1/1,,,,,461753.2,98308.84,2009,61
-473779,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,997/14,7,,,1/1,,,,,461508.15,98269.5,2009,61
-473773,1723,VIČ,LJUBLJANA,2099/18,6,,,13/226,,,,,458321.99,99149.37,2009,61
-473772,1753,VIŽMARJE,LJUBLJANA,879/7,5,,,1/1,,708,,,457885.89,107720.72,2009,61
-473755,1739,ZGORNJA ŠIŠKA,LJUBLJANA,2075/2,5,,,1/1,,13,,,460658.04,103894.44,2009,61
-473730,1739,ZGORNJA ŠIŠKA,LJUBLJANA,459/12,5,,,1/2,,315,,,459600.12,103415.11,2009,61
-473730,1739,ZGORNJA ŠIŠKA,LJUBLJANA,459/16,5,,,1/2,,118,,,459627.03,103399.97,2009,61
-473663,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,1567/39,3,,,13/100,,,,,462328.95,97302.21,2009,61
-473648,1737,TABOR,LJUBLJANA,2316,5,,,1/1,,944,,,462038.28,101869.93,2009,61
-473648,1737,TABOR,LJUBLJANA,2314,5,,,1/1,,18,,,462046.13,101836.51,2009,61
-473625,1696,RUDNIK,LJUBLJANA,167/9,7,,,1/1,,,,,464925.63,97734.59,2009,61
-473615,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,846/10,3,,,1/1,,,,,460925.88,98901.2,2009,61
-473615,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,846/9,3,,,1/1,,,,,460937.72,98902.05,2009,61
-473494,1739,ZGORNJA ŠIŠKA,LJUBLJANA,758/2,5,,,1/1,,738,,,460717.07,103339.08,2009,61
-473479,1775,SOSTRO,LJUBLJANA,1397/5,10,,,1/1,,,,,469490.3,98925.21,2009,61
-473477,1739,ZGORNJA ŠIŠKA,LJUBLJANA,1076/4,3,,,1/1,,,,,459466.98,103288.01,2009,61
-473475,1756,ČRNUČE,LJUBLJANA,91/5,5,,,1/4,,304,,,463532.88,107096.49,2009,61
-473475,1756,ČRNUČE,LJUBLJANA,91/4,5,,,1/4,,204,,,463541.17,107104.17,2009,61
-473466,1753,VIŽMARJE,LJUBLJANA,580/4,3,,,1/1,,,,,0,0,2009,61
-473456,1723,VIČ,LJUBLJANA,102,5,,,5/24,,860,,,460000.67,101361.26,2009,61
-473451,1740,SPODNJA ŠIŠKA,LJUBLJANA,155,5,,,1/1,,347,,,461284.29,104095.05,2009,61
-473449,1775,SOSTRO,LJUBLJANA,362,7,,,1/17,,,,,469721.85,100068.69,2009,61
-473449,1775,SOSTRO,LJUBLJANA,368/1,7,,,1/17,,,,,469661.83,100044.07,2009,61
-473449,1775,SOSTRO,LJUBLJANA,365/3,10,,,1/17,,,,,469709.01,100046.44,2009,61
-473449,1775,SOSTRO,LJUBLJANA,364,5,,,1/17,,832,,,469686.45,100053.5,2009,61
-473448,1740,SPODNJA ŠIŠKA,LJUBLJANA,906,5,,,1/12,,711,,,460836.02,103018.03,2009,61
-473446,1775,SOSTRO,LJUBLJANA,573/11,7,,,1/17,,,,,470315.39,99953.13,2009,61
-473446,1775,SOSTRO,LJUBLJANA,573/2,7,,,1/17,,,,,470356.26,99929.29,2009,61
-473446,1775,SOSTRO,LJUBLJANA,573/9,7,,,1/17,,,,,470330.29,99919.86,2009,61
-473446,1775,SOSTRO,LJUBLJANA,319,7,,,1/17,,,,,470161.85,99900.22,2009,61
-473446,1775,SOSTRO,LJUBLJANA,573/1,9,,,1/17,,,,,470457.86,99780.74,2009,61
-473446,1775,SOSTRO,LJUBLJANA,390/6,7,,,1/1,,,,,469681.18,100015.56,2009,61
-473446,1775,SOSTRO,LJUBLJANA,572/4,9,,,1/17,,,,,470432.7,99624.3,2009,61
-473446,1775,SOSTRO,LJUBLJANA,578,9,,,1/17,,,,,470548.06,100063.96,2009,61
-473446,1775,SOSTRO,LJUBLJANA,212,7,,,1/17,,,,,470412.21,100128.64,2009,61
-473446,1775,SOSTRO,LJUBLJANA,382/1,7,,,1/17,,,,,469756.34,100024.07,2009,61
-473446,1775,SOSTRO,LJUBLJANA,573/25,7,,,1/17,,,,,470316.83,99814.59,2009,61
-473446,1775,SOSTRO,LJUBLJANA,573/13,7,,,1/17,,,,,470258.08,99800.99,2009,61
-473446,1775,SOSTRO,LJUBLJANA,408/11,7,,,1/17,,,,,469937.87,99800.92,2009,61
-473446,1775,SOSTRO,LJUBLJANA,213/1,7,,,1/17,,,,,470490.67,100133.13,2009,61
-473443,2636,BEŽIGRAD,LJUBLJANA,1622/7,5,,,1/1,,1259,,,462943.74,102557.58,2009,61
-473429,1695,KARLOVŠKO PREDMESTJE,LJUBLJANA,232/137,3,,,1/1,,,,,0,0,2009,61
-473426,1736,BRINJE I,LJUBLJANA,1007,5,,,1/1,,159,,,461930.91,104557.1,2009,61
-473425,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,982/12,3,,,1/1,,,,,461363.11,98654.73,2009,61
-473425,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,982/1,3,,,1/1,,,,,461359.52,98663.63,2009,61
-473422,2636,BEŽIGRAD,LJUBLJANA,873/2,5,,,1/6,,286,,,461681.23,102996.25,2009,61
-473421,1735,STOŽICE,LJUBLJANA,407/13,3,,,1/1,,,,,462519.05,105347.43,2009,61
-473421,1735,STOŽICE,LJUBLJANA,406/26,3,,,1/1,,,,,462514.54,105352.56,2009,61
-473421,1735,STOŽICE,LJUBLJANA,406/21,3,,,1/1,,,,,462518.88,105344.06,2009,61
-473408,1734,JEŽICA,LJUBLJANA,1110,5,,,12/100,,415,,,462521.02,106141.7,2009,61
-473408,1734,JEŽICA,LJUBLJANA,1111,5,,,12/100,,637,,,462509.42,106148.11,2009,61
-473362,1695,KARLOVŠKO PREDMESTJE,LJUBLJANA,164/5,3,,,1/2,,,,,462286.43,99832.47,2009,61
-473347,1733,BIZOVIK,LJUBLJANA,1250/7,5,,,1/4,,120,,,0,0,2009,61
-473299,1734,JEŽICA,LJUBLJANA,865/5,5,,,1/1,,110,,,461485.47,106161.88,2009,61
-473299,1734,JEŽICA,LJUBLJANA,867/5,5,,,1/1,,23,,,461481.37,106170.63,2009,61
-473299,1734,JEŽICA,LJUBLJANA,867/2,5,,,1/1,,202,,,461472.02,106165.78,2009,61
-473267,2679,GRADIŠČE II,LJUBLJANA,73/42,3,,,1/1,,,,,460215.27,101793.65,2009,61
-473259,1723,VIČ,LJUBLJANA,667/2,3,,,1/1,,,,,459703.23,100565.14,2009,61
-473164,1728,LJUBLJANA MESTO,LJUBLJANA,*72,5,,,242/1000,,345,,,462013.04,100781.08,2009,61
-473124,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,179/4,3,,,1/1,,,,,459512.56,106462.32,2009,61
-473124,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,179/5,3,,,1/1,,,,,459495.86,106401.45,2009,61
-473114,1739,ZGORNJA ŠIŠKA,LJUBLJANA,382/1,5,,,1/12,,178,,,458943.99,103677.79,2009,61
-473114,1739,ZGORNJA ŠIŠKA,LJUBLJANA,382/3,5,,,1/12,,58,,,458938.53,103681.86,2009,61
-473040,2682,BRDO,LJUBLJANA,1728/3,3,,,1/1,,,,,458056.56,101277.71,2009,61
-473040,2682,BRDO,LJUBLJANA,1728/2,3,,,1/1,,,,,458072.22,101274.17,2009,61
-473028,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,348/4,10,,,1/1,,,,,460526.51,100095.66,2009,61
-473028,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,348/7,5,,,1/1,,172,,,460520.36,100111.24,2009,61
-473023,1732,ŠTEPANJA VAS,LJUBLJANA,330/1,3,,,1/1,,,,,464102.62,101079.64,2009,61
-473023,1732,ŠTEPANJA VAS,LJUBLJANA,337/1,5,,,1/1,,352,,,464107.51,101041.83,2009,61
-472998,1753,VIŽMARJE,LJUBLJANA,173/30,5,,,1/1,,290,,,458578.23,108515.31,2009,61
-472983,1738,DRAVLJE,LJUBLJANA,310/2,5,,,1/1,,632,,,459485.16,104832.97,2009,61
-472944,1749,GAMELJNE,LJUBLJANA,642/1,10,,,2/12,,,,,461326.96,109796.29,2009,61
-472929,1735,STOŽICE,LJUBLJANA,154/2,5,,,1/1,,70,,,462671.52,106107.27,2009,61
-472929,1735,STOŽICE,LJUBLJANA,154/1,5,,,1/1,,455,,,462671.63,106097.44,2009,61
-472907,1723,VIČ,LJUBLJANA,1048/2,3,,,1/1,,,,,459239.74,100503.13,2009,61
-472901,1729,ŠMARTNO OB SAVI,LJUBLJANA,43/3,5,,,1/2,,565,,,465832.25,104383.16,2009,61
-472901,1729,ŠMARTNO OB SAVI,LJUBLJANA,43/3,5,,,1/2,,565,,,465832.25,104383.16,2009,61
-472835,1738,DRAVLJE,LJUBLJANA,432,5,,,219/100000,,1438,,,459544.92,105220.49,2009,61
-472816,1695,KARLOVŠKO PREDMESTJE,LJUBLJANA,168/76,5,,,1/1,,293,,,462462.54,99776.82,2009,61
