ID_POSLA,SIFRA_KO,IME_KO,OBCINA,PARCELNA_STEVILKA,VRSTA_ZEMLJISCA,VRSTA_TRAJNEGA_NASADA,STAROST_TRAJNEGA_NASADA,PRODANI_DELEZ_PARCELE,OPOMBE_O_NEPREMICNINI,POVRSINA_PARCELE,POGODBENA_CENA_PARCELE,STOPNJA_DDV_PARCELE,E_CENTROID,N_CENTROID,LETO,RPE_OBCINE_SIFRA
176708,1735,STOŽICE,LJUBLJANA,916/1,5,,,1/1,,1021,,,462381.34,104722.58,2015,61
176708,1735,STOŽICE,LJUBLJANA,916/2,5,,,1/1,,20,,,462368.45,104744.91,2015,61
176708,1735,STOŽICE,LJUBLJANA,916/3,5,,,1/1,,1028,,,462381.16,104703.47,2015,61
176708,1735,STOŽICE,LJUBLJANA,916/4,5,,,1/1,,722,,,462351.73,104727.17,2015,61
176708,1735,STOŽICE,LJUBLJANA,916/5,5,,,1/1,,60,,,462359.97,104714.43,2015,61
176708,1735,STOŽICE,LJUBLJANA,916/6,5,,,1/1,,58,,,462362.43,104734.24,2015,61
176708,1735,STOŽICE,LJUBLJANA,916/7,5,,,1/1,,13,,,462387.51,104741.28,2015,61
179535,1731,UDMAT,LJUBLJANA,420/1,2,,,1/1,,1085,,,463481.61,102130.52,2015,61
179535,1731,UDMAT,LJUBLJANA,420/4,2,,,1/1,,2867,,,463461.95,102116.28,2015,61
179535,1731,UDMAT,LJUBLJANA,420/5,2,,,1/1,,55,,,463496.38,102103.82,2015,61
179535,1731,UDMAT,LJUBLJANA,420/6,2,,,1/1,,70,,,463505.73,102120.96,2015,61
179535,1731,UDMAT,LJUBLJANA,420/7,2,,,1/1,,155,,,463513.31,102114.29,2015,61
179535,1731,UDMAT,LJUBLJANA,421,2,,,1/1,,1952,,,463560.42,102068.58,2015,61
179535,1731,UDMAT,LJUBLJANA,422/3,2,,,1/1,,1028,,,463542.5,102011.93,2015,61
179535,1731,UDMAT,LJUBLJANA,422/4,2,,,1/1,,449,,,463571.94,102071.74,2015,61
179535,1731,UDMAT,LJUBLJANA,422/5,2,,,1/1,,1160,,,463519.83,102088.22,2015,61
179535,1731,UDMAT,LJUBLJANA,422/6,2,,,1/1,,61,,,463586.02,102049.91,2015,61
179535,1731,UDMAT,LJUBLJANA,422/7,2,,,1/1,,1579,,,463546.66,102033.33,2015,61
181610,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,393/69,3,,,1/1,,332,,,460402.8,99193.53,2015,61
181610,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,393/70,3,,,1/1,,313,,,460415.13,99195.88,2015,61
181614,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,393/75,3,,,1/1,,247,,,460433.97,99171.76,2015,61
