ID_POSLA,VRSTA_KUPOPRODAJNEGA_POSLA,DATUM_UVELJAVITVE,DATUM_SKLENITVE_POGODBE,POGODBENA_CENA_ODSKODNINA,VKLJUCENOST_DDV,STOPNJA_DDV,DATUM_IZTEKA_LIZINGA,DATUM_PRENEHANJA_LIZINGA,OPOMBE_O_PRAVNEM_POSLU,POSREDOVANJE_NEPREMICNINSKE_AGENCIJE,DATUM_ZADNJE_SPREMEMBE_POSLA,DATUM_ZADNJE_UVELJAVITVE_POSLA,VRSTA_AKTA,TRZNOST_POSLA,LETO,RPE_OBCINE_SIFRA
211270,3,26.06.2015,13.03.2015,17080,1,4,,,Sklep sodišča o izročitvi nepremičnine kupcu opr. št. St 3/2012 z dne 16.6.2015,0,15.04.2025,26.06.2015,1,3,2015,61
206627,1,29.05.2015,28.05.2015,157220.65,1,3,,,,0,15.04.2025,29.05.2015,1,1,2015,61
207055,1,04.06.2015,27.05.2015,183377.26,1,3,,,,0,15.04.2025,04.06.2015,1,1,2015,61
183233,1,15.01.2015,27.11.2014,137291.2,1,3,,,,0,02.06.2023,15.01.2015,1,4,2015,61
183294,1,15.01.2015,03.09.2014,11054,1,4,,,,0,23.07.2015,15.01.2015,1,4,2015,61
183407,1,15.01.2015,29.12.2014,145000,1,3,,,,0,23.07.2015,15.01.2015,1,4,2015,61
182869,1,14.01.2015,09.01.2015,94353.44,1,3,,,,0,15.04.2025,14.01.2015,1,2,2015,61
182891,1,14.01.2015,22.12.2014,166505.8,1,3,,,,0,02.06.2023,14.01.2015,1,4,2015,61
182921,1,14.01.2015,22.12.2014,153115.2,1,3,,,,0,02.06.2023,14.01.2015,1,4,2015,61
182936,1,14.01.2015,23.12.2014,132987.53,1,3,,,,0,02.06.2023,14.01.2015,1,4,2015,61
182937,1,14.01.2015,23.12.2014,162632.6,1,3,,,,0,02.06.2023,14.01.2015,1,4,2015,61
183028,1,14.01.2015,20.11.2014,157871.6,1,3,,,,0,23.07.2015,14.01.2015,1,4,2015,61
183091,1,15.01.2015,03.12.2014,207087,1,3,,,,0,02.06.2023,15.01.2015,1,4,2015,61
