ID_POSLA,VRSTA_KUPOPRODAJNEGA_POSLA,DATUM_UVELJAVITVE,DATUM_SKLENITVE_POGODBE,POGODBENA_CENA_ODSKODNINA,VKLJUCENOST_DDV,STOPNJA_DDV,DATUM_IZTEKA_LIZINGA,DATUM_PRENEHANJA_LIZINGA,OPOMBE_O_PRAVNEM_POSLU,POSREDOVANJE_NEPREMICNINSKE_AGENCIJE,DATUM_ZADNJE_SPREMEMBE_POSLA,DATUM_ZADNJE_UVELJAVITVE_POSLA,VRSTA_AKTA,TRZNOST_POSLA,LETO,RPE_OBCINE_SIFRA
427980,1,16.05.2019,13.05.2019,7000,1,4,,,,,15.04.2025,16.05.2019,1,1,2019,61
407915,1,03.01.2019,18.12.2018,10370,1,4,,,,0,15.04.2025,03.01.2019,1,2,2019,61
407912,1,03.01.2019,24.12.2018,329749.52,1,3,,,,,15.04.2025,03.01.2019,1,1,2019,61
407913,1,03.01.2019,28.12.2018,319119.23,1,3,,,,,15.04.2025,03.01.2019,1,1,2019,61
407916,1,03.01.2019,17.12.2018,135420,1,4,,,,0,15.04.2025,03.01.2019,1,2,2019,61
408803,1,22.01.2019,07.12.2018,130000,0,,,,11771/2018,0,15.04.2025,22.01.2019,1,1,2019,61
408893,1,22.01.2019,06.12.2018,155000,0,,,,11740/2018,0,15.04.2025,22.01.2019,1,1,2019,61
409127,1,22.01.2019,10.12.2018,150,0,,,,,0,15.04.2025,22.01.2019,1,3,2019,61
409103,1,22.01.2019,10.12.2018,11000,0,,,,11807,0,15.04.2025,22.01.2019,1,1,2019,61
409110,1,22.01.2019,06.12.2018,245000,0,,,,11706/18,0,15.04.2025,22.01.2019,1,1,2019,61
409114,1,22.01.2019,23.11.2018,158000,0,,,,11624,0,15.04.2025,22.01.2019,1,1,2019,61
409366,1,22.01.2019,23.11.2018,79500,0,,,,11541,0,15.04.2025,22.01.2019,1,1,2019,61
409429,1,22.01.2019,10.12.2018,162483.88,0,,,,PV 11769/2018,0,15.04.2025,22.01.2019,1,4,2019,61
409438,1,22.01.2019,14.11.2018,40000,0,,,,PV 11533/2018,0,15.04.2025,22.01.2019,1,2,2019,61
409449,1,22.01.2019,28.11.2018,84000,0,,,,PV 11579/2018,0,15.04.2025,22.01.2019,1,1,2019,61
409531,1,22.01.2019,29.11.2018,6100,0,,,,n 11593,0,15.04.2025,22.01.2019,1,1,2019,61
409553,1,22.01.2019,06.12.2018,140000,0,,,,PV 11729/2018,0,15.04.2025,22.01.2019,1,1,2019,61
408796,1,22.01.2019,14.12.2018,165000,0,,,,n 12025,0,15.04.2025,22.01.2019,1,1,2019,61
408835,1,22.01.2019,10.12.2018,11500,0,,,,n11840,0,15.04.2025,22.01.2019,1,1,2019,61
409107,1,22.01.2019,05.12.2018,10500,0,,,,11651,0,15.04.2025,22.01.2019,1,1,2019,61
409109,1,22.01.2019,07.12.2018,11000,0,,,,11731/18,0,15.04.2025,22.01.2019,1,3,2019,61
409129,1,22.01.2019,01.12.2018,270000,0,,,,pv 11689/2018 prevzela od puš,0,15.04.2025,22.01.2019,1,1,2019,61
410438,1,22.01.2019,15.11.2018,83000,0,,,,10902/2018,0,15.04.2025,22.01.2019,1,1,2019,61
410176,1,22.01.2019,23.11.2018,99000,0,,,,11234,0,15.04.2025,22.01.2019,1,1,2019,61
408726,1,22.01.2019,30.11.2018,177000,0,,,,PV 11511/2018,0,15.04.2025,22.01.2019,1,1,2019,61
408736,1,22.01.2019,16.12.2018,590000,0,,,,,0,15.04.2025,22.01.2019,1,1,2019,61
408758,1,22.01.2019,07.12.2018,787.8,0,,,,PV 11758/2018,0,15.04.2025,22.01.2019,1,3,2019,61
409718,1,22.01.2019,29.11.2018,314700,0,,,,11513/2018 (S.N.),0,15.04.2025,22.01.2019,1,1,2019,61
410805,4,22.01.2019,05.10.2018,88000,0,,,,10112/2018,0,22.01.2019,22.01.2019,1,4,2019,61
408270,4,22.01.2019,12.12.2018,249540,1,4,,,Samoobdavčitev po 76.a členu ZDDV-1.,0,22.01.2019,22.01.2019,1,4,2019,61
409337,1,22.01.2019,05.12.2018,90000,0,,,,N 11742/2018,0,15.04.2025,22.01.2019,1,1,2019,61
409369,1,22.01.2019,26.11.2018,125000,0,,,,PV 11391/2018,0,15.04.2025,22.01.2019,1,1,2019,61
409381,1,22.01.2019,21.11.2018,269498.8,0,,,,PV 11292/2018,0,15.04.2025,22.01.2019,1,3,2019,61
409413,1,22.01.2019,29.11.2018,131000,0,,,,N 11538/2018,0,15.04.2025,22.01.2019,1,1,2019,61
409465,1,22.01.2019,05.12.2018,67500,0,,,,11669/2018 (S.N.),0,15.04.2025,22.01.2019,1,1,2019,61
409518,1,22.01.2019,19.11.2018,122000,0,,,,11282/2018,0,15.04.2025,22.01.2019,1,1,2019,61
409528,1,22.01.2019,03.12.2018,90000,0,,,,PV 11622/2018,0,15.04.2025,22.01.2019,1,1,2019,61
409867,1,22.01.2019,04.12.2018,155000,0,,,,PV 11594/2018,0,15.04.2025,22.01.2019,1,1,2019,61
410258,4,22.01.2019,11.11.2018,102000,0,,,,11065/2018,0,22.01.2019,22.01.2019,1,4,2019,61
410260,1,22.01.2019,21.11.2018,147000,0,,,,11108/2018,0,15.04.2025,22.01.2019,1,1,2019,61
408904,1,22.01.2019,29.11.2018,319000,0,,,,PV 11544/2018,0,15.04.2025,22.01.2019,1,1,2019,61
409940,1,22.01.2019,30.11.2018,175000,0,,,,PV 11440/2018,0,15.04.2025,22.01.2019,1,1,2019,61
408876,3,22.01.2019,26.10.2018,1700,0,,,,pv 11658/2018 SKLEP O DOMIKU,0,15.04.2025,22.01.2019,1,3,2019,61
409011,2,22.01.2019,15.10.2018,1431500,0,,,,11450/2018,0,15.04.2025,22.01.2019,1,3,2019,61
409086,1,22.01.2019,30.11.2018,283000,0,,,,11548,0,15.04.2025,22.01.2019,1,2,2019,61
409108,1,22.01.2019,06.12.2018,75850,0,,,,11750,0,15.04.2025,22.01.2019,1,2,2019,61
409150,1,22.01.2019,04.12.2018,250000,0,,,,11636,0,15.04.2025,22.01.2019,1,1,2019,61
410012,1,22.01.2019,30.11.2018,50100,0,,,,11486/2018 (S.N.),0,15.04.2025,22.01.2019,1,1,2019,61
408318,1,22.01.2019,18.12.2018,88250,0,,,,12136,0,15.04.2025,22.01.2019,1,1,2019,61
408347,4,22.01.2019,20.12.2018,175000,0,,,,DPN 12231,0,22.01.2019,22.01.2019,1,4,2019,61
408402,1,22.01.2019,02.07.2018,9384,0,,,,PV 12185/2018,0,15.04.2025,22.01.2019,1,2,2019,61
408558,1,22.01.2019,10.12.2018,20000,0,,,,DPN 12061,0,15.04.2025,22.01.2019,1,2,2019,61
409293,1,22.01.2019,10.12.2018,175000,0,,,,n 11814/2018,0,15.04.2025,22.01.2019,1,4,2019,61
410063,1,22.01.2019,18.11.2018,154000,0,,,,11163/2018,0,15.04.2025,22.01.2019,1,1,2019,61
410460,1,22.01.2019,13.11.2018,129000,0,,,,10836/2018,0,15.04.2025,22.01.2019,1,2,2019,61
410482,1,22.01.2019,15.11.2018,50000,0,,,,PV 11050/2018,0,15.04.2025,22.01.2019,1,2,2019,61
410483,1,22.01.2019,20.11.2018,17000,0,,,,PV 11059/2018,0,15.04.2025,22.01.2019,1,1,2019,61
410528,1,22.01.2019,16.11.2018,148000,0,,,,PV 11013/2018,0,15.04.2025,22.01.2019,1,1,2019,61
410681,1,22.01.2019,07.11.2018,50000,0,,,,10671/2018 (BJ),0,15.04.2025,22.01.2019,1,3,2019,61
410715,1,22.01.2019,05.11.2018,42000,0,,,,"10509/2018 ZAVEZANEC JE PREDLOŽIL CENITEV Z DNE 3.12.2018: poročilo o oceni vrednosti nepremičnine ID znak 1738-1394-208 - stanovanje s strani cenilca BOJAN GRUM. Vrednost nepremičnine je ocenjena na 42.000,00 EUR (kot znaša prodajna cena).",0,15.04.2025,22.01.2019,1,3,2019,61
410383,1,22.01.2019,14.03.2018,90000,0,,,,10557,0,15.04.2025,22.01.2019,1,3,2019,61
410775,1,22.01.2019,30.10.2018,80000,0,,,,10479/2018,0,15.04.2025,22.01.2019,1,1,2019,61
410779,1,22.01.2019,31.08.2018,140000,0,,,,8302/2018  ZADEVA JE V REŠEVANJU: višina prodajne cene v pogodbi ne ustreza tržnim cenam. Na podlagi primerjave prodaj bo prodajalcu poslano obvestilo o ugotovitvah in vrednosti nepremičnine na podlagi tržnih razmer.,0,15.04.2025,22.01.2019,1,4,2019,61
408273,1,22.01.2019,17.01.2018,18500.08,1,4,,,,0,15.04.2025,22.01.2019,1,2,2019,61
409339,1,22.01.2019,07.12.2018,18000,0,,,,,0,15.04.2025,22.01.2019,1,3,2019,61
409387,1,22.01.2019,03.12.2018,37500,0,,,,11561,0,15.04.2025,22.01.2019,1,4,2019,61
409435,1,22.01.2019,06.12.2018,8200,0,,,,PV 11663/2018,0,15.04.2025,22.01.2019,1,1,2019,61
409445,1,22.01.2019,27.11.2018,185000,0,,,,PV 11589/2018,0,15.04.2025,22.01.2019,1,4,2019,61
409479,1,22.01.2019,03.12.2018,40000,0,,,,PV 11558/2018,0,15.04.2025,22.01.2019,1,3,2019,61
409501,1,22.01.2019,23.11.2018,138750,0,,,,N 11402/2018,0,15.04.2025,22.01.2019,1,4,2019,61
409524,1,22.01.2019,19.11.2018,3600,0,,,,11196/2018,0,15.04.2025,22.01.2019,1,2,2019,61
408294,1,22.01.2019,27.12.2018,125000,0,,,,DPN 12503,0,15.04.2025,22.01.2019,1,4,2019,61
