IME_KO,TOTAL_VOLUME,YEAR
STOŽICE,6478911.58,2025
TABOR,10525434.27,2025
TACEN,922535.0,2025
TOMIŠELJ,16420.0,2025
TREBELJEVO,365000.0,2025
TRNOVSKO PREDMESTJE,16758531.75,2025
TUČNA,99935.0,2025
UDMAT,8771489.0,2025
VIČ,11406015.25,2025
VIŽMARJE,10590983.82,2025
VODUCE,99935.0,2025
VOLAVLJE,1619556.62,2025
ZADOBROVA,11304007.83,2025
ZELENA JAMA,115820.0,2025
ZGORNJA ŠIŠKA,9496988.83,2025
ČRNA,99935.0,2025
ČRNUČE,9028355.9,2025
ŠENTPETER,852026.6,2025
ŠENTVID NAD LJUBLJANO,6809902.0,2025
ŠMARTNO OB SAVI,1844960.0,2025
ŠMARTNO POD ŠMARNO GORO,1996700.0,2025
ŠTEPANJA VAS,200000.0,2025
ŠUJICA,60000.0,2025
ŽUPANJE NJIVE,399740.0,2025
