ID_POSLA,SIFRA_KO,IME_KO,OBCINA,PARCELNA_STEVILKA,VRSTA_ZEMLJISCA,VRSTA_TRAJNEGA_NASADA,STAROST_TRAJNEGA_NASADA,PRODANI_DELEZ_PARCELE,OPOMBE_O_NEPREMICNINI,POVRSINA_PARCELE,POGODBENA_CENA_PARCELE,STOPNJA_DDV_PARCELE,E_CENTROID,N_CENTROID,LETO,RPE_OBCINE_SIFRA
251104,1753,VIŽMARJE,LJUBLJANA,147/13,1,,,1/1,,17,,,458432.98,108649.84,2018,61
251104,1753,VIŽMARJE,LJUBLJANA,147/14,1,,,1/1,,16,,,458435.87,108649.85,2018,61
251105,1753,VIŽMARJE,LJUBLJANA,147/9,1,,,1/1,,14,,,458435.14,108661.99,2018,61
255979,1738,DRAVLJE,LJUBLJANA,440/8,5,,,2823/100000,"Enota 72 zemljiško knjižno opredeljena kot : -delež 2823/100000 na nepremičninah z ID znakom: 1738-440/8, 1738-440/12, 1738-440/29, 1738-440/30, 1738-440/36, 1738-440/39 in -delež 3068/100000 na  nepremičnini z ID znakom 1738-440/9",473,,,459590.54,105297.14,2018,61
255979,1738,DRAVLJE,LJUBLJANA,440/12,5,,,2823/100000,"Enota 72 zemljiško knjižno opredeljena kot : -delež 2823/100000 na nepremičninah z ID znakom: 1738-440/8, 1738-440/12, 1738-440/29, 1738-440/30, 1738-440/36, 1738-440/39 in -delež 3068/100000 na  nepremičnini z ID znakom 1738-440/9",1405,,,459574,105286.35,2018,61
255979,1738,DRAVLJE,LJUBLJANA,440/29,5,,,2823/100000,"Enota 72 zemljiško knjižno opredeljena kot : -delež 2823/100000 na nepremičninah z ID znakom: 1738-440/8, 1738-440/12, 1738-440/29, 1738-440/30, 1738-440/36, 1738-440/39 in -delež 3068/100000 na  nepremičnini z ID znakom 1738-440/9",207,,,459576.65,105324.79,2018,61
255979,1738,DRAVLJE,LJUBLJANA,440/30,5,,,2823/100000,"Enota 72 zemljiško knjižno opredeljena kot : -delež 2823/100000 na nepremičninah z ID znakom: 1738-440/8, 1738-440/12, 1738-440/29, 1738-440/30, 1738-440/36, 1738-440/39 in -delež 3068/100000 na  nepremičnini z ID znakom 1738-440/9",742,,,459576.23,105316.32,2018,61
255979,1738,DRAVLJE,LJUBLJANA,440/36,5,,,2823/100000,"Enota 72 zemljiško knjižno opredeljena kot : -delež 2823/100000 na nepremičninah z ID znakom: 1738-440/8, 1738-440/12, 1738-440/29, 1738-440/30, 1738-440/36, 1738-440/39 in -delež 3068/100000 na  nepremičnini z ID znakom 1738-440/9",530,,,459619.38,105287.36,2018,61
255979,1738,DRAVLJE,LJUBLJANA,440/39,5,,,2823/100000,"Enota 72 zemljiško knjižno opredeljena kot : -delež 2823/100000 na nepremičninah z ID znakom: 1738-440/8, 1738-440/12, 1738-440/29, 1738-440/30, 1738-440/36, 1738-440/39 in -delež 3068/100000 na  nepremičnini z ID znakom 1738-440/9",364,,,459610.07,105330.21,2018,61
255979,1738,DRAVLJE,LJUBLJANA,440/9,5,,,3068/100000,"Enota 72 zemljiško knjižno opredeljena kot : -delež 2823/100000 na nepremičninah z ID znakom: 1738-440/8, 1738-440/12, 1738-440/29, 1738-440/30, 1738-440/36, 1738-440/39 in -delež 3068/100000 na  nepremičnini z ID znakom 1738-440/9",861,,,459612.83,105305.55,2018,61
