ID_POSLA,SIFRA_KO,IME_KO,OBCINA,STEVILKA_STAVBE,STEVILKA_DELA_STAVBE,PARCELNA_STEVILKA_ZA_GEOLOKACIJO,INTERNA_OZNAKA_DELA_STAVBE,EVIDENTIRANOST_DELA_STAVBE,NASELJE,ULICA,HISNA_STEVILKA,DODATEK_HS,STEVILKA_STANOVANJA_ALI_POSLOVNEGA_PROSTORA,VRSTA_DELA_STAVBE,LETO_IZGRADNJE_DELA_STAVBE,STAVBA_JE_DOKONCANA,GRADBENA_FAZA,NOVOGRADNJA,PRODANA_POVRSINA,PRODANI_DELEZ_DELA_STAVBE,PRODANA_POVRSINA_DELA_STAVBE,PRODANA_UPORABNA_POVRSINA_DELA_STAVBE,NADSTROPJE_DELA_STAVBE,STEVILO_ZUNANJIH_PARKIRNIH_MEST,ATRIJ,POVRSINA_ATRIJA,OPOMBE_O_NEPREMICNINI,DEJANSKA_RABA_DELA_STAVBE,LEGA_DELA_STAVBE_V_STAVBI,STEVILO_SOB,POVRSINA_DELA_STAVBE,UPORABNA_POVRSINA,PROSTORI_DELA_STAVBE,POGODBENA_CENA_DELA_STAVBE,STOPNJA_DDV_DELA_STAVBE,E_CENTROID,N_CENTROID,LETO,RPE_OBCINE_SIFRA
816741,1739,ZGORNJA ŠIŠKA,LJUBLJANA,7025,54,,,1,LJUBLJANA,CELOVŠKA CESTA,178,,54,2,2023,1,,1,61.1,1/1,,,,,0,,,2 - stanovanje,nadstropje,,61.1,52.6," bivalni prostor | klet | odprta terasa, balkon, loža",,,460079.67,104206.21,2024,61
826927,1770,KAŠELJ,LJUBLJANA,5461,34,,34,2,,,,,,3,2023,1,,1,,1/1,12,,,,0,,,,,,,,-,,,468229.52,101128.98,2024,61
817494,1773,DOBRUNJE,LJUBLJANA,939,1,,,1,LJUBLJANA,DOBRUNJSKA CESTA,54,,,1,1880,1,,,82.2,1/1,,,,,0,,,1 - stanovanje v enostanovanjski stavbi,pritličje,,82.2,82.2, bivalni prostor,,,468275.84,99911.51,2024,61
886979,1736,BRINJE I,LJUBLJANA,3392,168,,,1,,,,,,3,2014,1,,,12.5,1/1,,,,,0,,,16 - garažno parkirno mesto,klet,,12.5,12.5, garažni parkirni prostor,,,462363.58,104619.87,2024,61
884593,1727,POLJANSKO PREDMESTJE,LJUBLJANA,2161,139,,,1,,,,,,3,2024,1,,1,19.1,1/1,,,,,0,,,16 - garažno parkirno mesto,klet,,19.1,19.1, garažni parkirni prostor,,,462802.29,100743.41,2024,61
815552,1725,AJDOVŠČINA,LJUBLJANA,585,9,,,1,LJUBLJANA,AJDOVŠČINA,4,,9,3,1980,1,,,32.9,41211/125000,,,,,0,,,16 - garažno parkirno mesto,klet,,32.9,32.9, garažni parkirni prostor,,,461694.78,101640.61,2024,61
809627,1737,TABOR,LJUBLJANA,122,450,,,1,LJUBLJANA,METELKOVA ULICA,11,,,3,1998,1,,,12.4,1/1,,,,,0,,,16 - garažno parkirno mesto,klet,,12.4,12.4, garažni parkirni prostor,,,462508.46,102038.44,2024,61
815310,1736,BRINJE I,LJUBLJANA,988,2,,,1,LJUBLJANA,ŠARHOVA ULICA,32,,2,2,1967,1,,,75,1/1,,,,,0,,,2 - stanovanje,nadstropje,,75,68.8," bivalni prostor | klet | zaprta terasa, balkon, loža",,,462193.46,104403.32,2024,61
886119,1723,VIČ,LJUBLJANA,3243,16,,,1,LJUBLJANA,TRŽAŠKA CESTA,134,,16,5,1990,1,,,75,1/1,,,,,0,,,9 - poslovni del stavbe,nadstropje,,75,75, poslovni prostor,,,458738.87,99938.32,2024,61
818931,1739,ZGORNJA ŠIŠKA,LJUBLJANA,7025,508,,,1,,,,,,3,2023,1,,1,12.8,1/1,,,,,0,,,16 - garažno parkirno mesto,klet,,12.8,12.8, garažni parkirni prostor,,,460079.67,104206.21,2024,61
811750,1721,GRADIŠČE I,LJUBLJANA,251,2,,,1,LJUBLJANA,RIMSKA CESTA,27,,2,14,1826,1,,,42.7,3600/5400,,,,,0,,,33 - klet,pritličje,,42.7,42.7, klet,,,461091.99,100990.6,2024,61
823743,2636,BEŽIGRAD,LJUBLJANA,8089,233,,,1,,,,,,4,1997,1,,,12.2,1/1,,,,,0,,,16 - garažno parkirno mesto,klet,,12.2,12.2, garažni parkirni prostor,,,462503.07,102393.8,2024,61
822566,1727,POLJANSKO PREDMESTJE,LJUBLJANA,379,1,,,1,,,,,,11,1960,1,,,665.9,1/1,,,,,0,,,17 - del stavbe za industrijsko rabo,pritličje,,665.9,665.9, proizvodni in skladiščni prostor,,,463254.63,101187.99,2024,61
818048,2636,BEŽIGRAD,LJUBLJANA,7801,22,,,1,LJUBLJANA,AVČINOVA ULICA,6,,22,8,1989,1,,,107.4,1/1,,,,,0,,,7 - prehrambni gostinski obrat,nadstropje,,107.4,107.4," lokal, prodajalna",,,462452.87,102536.63,2024,61
813397,1725,AJDOVŠČINA,LJUBLJANA,600,34,,,1,,,,,,14,2023,1,,1,8.9,1/1,,,,,0,,,"34 - shramba, sušilnica, pralnica",klet,,8.9,8.9," shramba, sušilnica, pralnica",,,461460.08,101890.58,2024,61
813675,1739,ZGORNJA ŠIŠKA,LJUBLJANA,7024,57,,,1,LJUBLJANA,PODUTIŠKA CESTA,32,,57,2,2023,1,,1,166.4,1/1,,,,,0,,,2 - stanovanje,nadstropje,,166.4,95.9," bivalni prostor | garažni parkirni prostor | klet | odprta terasa, balkon, loža",,,459275.51,103502.42,2024,61
835079,1723,VIČ,LJUBLJANA,5211,31,,,1,LJUBLJANA,TBILISIJSKA ULICA,60,,109,2,1971,1,,,34,1/1,,,,,0,,,2 - stanovanje,nadstropje,,34,34, bivalni prostor,,,459394.91,99933.8,2024,61
