ID_POSLA,SIFRA_KO,IME_KO,OBCINA,PARCELNA_STEVILKA,VRSTA_ZEMLJISCA,VRSTA_TRAJNEGA_NASADA,STAROST_TRAJNEGA_NASADA,PRODANI_DELEZ_PARCELE,OPOMBE_O_NEPREMICNINI,POVRSINA_PARCELE,POGODBENA_CENA_PARCELE,STOPNJA_DDV_PARCELE,E_CENTROID,N_CENTROID,LETO,RPE_OBCINE_SIFRA
675093,1982,ŠUJICA,LJUBLJANA,311/3,6,,,1/1,,236,,,457695.52,100980.07,2024,61
675093,1982,ŠUJICA,LJUBLJANA,313/43,5,,,1/1,,1905,,,457692.5,101014.15,2024,61
675094,2636,BEŽIGRAD,LJUBLJANA,1082,5,,,1/1,,525,,,462388.46,102976.28,2024,61
675094,2636,BEŽIGRAD,LJUBLJANA,1083,6,,,1/1,,458,,,462391.26,102997.81,2024,61
675097,1770,KAŠELJ,LJUBLJANA,2242/6,5,,,1/1,,903,,,468422.45,101222.02,2024,61
675097,1770,KAŠELJ,LJUBLJANA,2250/75,6,,,1/1,,901,,,468425.43,101187.04,2024,61
675098,1753,VIŽMARJE,LJUBLJANA,571/10,5,,,1/1,,1250,,,458424.8,107866.58,2024,61
675098,1753,VIŽMARJE,LJUBLJANA,571/12,6,,,1/1,,380,,,458426.75,107843.98,2024,61
675116,1726,ŠENTPETER,LJUBLJANA,241/7,5,,,10/100,,334,,,463308.53,101868.33,2024,61
675116,1726,ŠENTPETER,LJUBLJANA,241/8,5,,,10/100,,282,,,463321.31,101887.3,2024,61
675116,1726,ŠENTPETER,LJUBLJANA,241/6,5,,,10/100,,328,,,463298.4,101846.3,2024,61
675119,1771,ZADOBROVA,LJUBLJANA,573/4,5,,,1/1,,590,,,467716.81,102759.02,2024,61
675119,1771,ZADOBROVA,LJUBLJANA,573/5,5,,,1/1,,182,,,467713.72,102784.85,2024,61
675119,1771,ZADOBROVA,LJUBLJANA,573/7,5,,,1/1,,729,,,467714.91,102776.89,2024,61
675123,1735,STOŽICE,LJUBLJANA,888/1,5,,,1/1,,1277,,,462167.72,105170.66,2024,61
675123,1735,STOŽICE,LJUBLJANA,888/2,5,,,1/1,,395,,,462158.36,105131.23,2024,61
675123,1735,STOŽICE,LJUBLJANA,888/3,5,,,1/1,,16,,,462182.73,105188.8,2024,61
675123,1735,STOŽICE,LJUBLJANA,888/4,5,,,1/1,,28,,,462178.57,105125.53,2024,61
792352,1735,STOŽICE,LJUBLJANA,742,5,,,1/1,,346,,,462311.83,105264.56,2024,61
792352,1735,STOŽICE,LJUBLJANA,743/2,5,,,1/1,,254,,,462313.89,105248.59,2024,61
808613,1770,KAŠELJ,LJUBLJANA,294/6,5,,,1/1,,199,,,470336.77,102788.84,2024,61
808615,1733,BIZOVIK,LJUBLJANA,870/1,3,,,1/1,,3012,,,466445.97,101004,2024,61
808630,1739,ZGORNJA ŠIŠKA,LJUBLJANA,628/2,5,,,1/28,,237,,,460246.71,103444.94,2024,61
808708,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,1689/875,5,,,1/8,,98,,,461489.31,96602.12,2024,61
808711,2679,GRADIŠČE II,LJUBLJANA,*188,5,,,1/2,,473,,,460752.92,100742.15,2024,61
808711,2679,GRADIŠČE II,LJUBLJANA,148/9,5,,,1/2,,404,,,460767.32,100752.74,2024,61
808753,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,361/322,3,,,1/1,,16,,,460642.49,99287.82,2024,61
808760,1723,VIČ,LJUBLJANA,740/1,5,,,68715/100000,,595,,,460123.72,100692.57,2024,61
808803,1778,VOLAVLJE,LJUBLJANA,2896,7,,,1/2,,2198,,,476202.64,100446.72,2024,61
808805,1723,VIČ,LJUBLJANA,2114/9,6,,,6292/100000,,190,,,458366.83,99037.11,2024,61
808805,1723,VIČ,LJUBLJANA,2110/26,6,,,84840/100000,,11,,,458360.04,99037.86,2024,61
808805,1723,VIČ,LJUBLJANA,2114/10,6,,,6292/100000,,190,,,458367.43,99021.84,2024,61
808855,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,744/2,5,,,1/1,,673,,,460402.9,98984.31,2024,61
808898,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,1129/3,1,,,1/1,,1617,,,458012.4,105032.49,2024,61
808898,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,1130/2,1,,,1/1,,52,,,458036.73,105060.22,2024,61
808936,1772,SLAPE,LJUBLJANA,596/45,6,,,1/1,,13,,,467274.84,102199.45,2024,61
808937,1772,SLAPE,LJUBLJANA,608/3,1,,,1/1,,424,,,467361.76,102183.68,2024,61
809017,1770,KAŠELJ,LJUBLJANA,1480/2,6,,,1/28,,98,,,468418.07,101649.68,2024,61
809022,1737,TABOR,LJUBLJANA,3345,5,,,1/1,,389,,,462568.87,101612.98,2024,61
809036,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,1416/8,7,,,1/1,,2700,,,461144.07,96939.85,2024,61
809036,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,1416/13,7,,,1/2,,38,,,461275.68,96760.6,2024,61
809036,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,1416/11,1,,,1/1,,720,,,461263.6,96763.23,2024,61
809063,1723,VIČ,LJUBLJANA,70/2,5,,,1/1,,380,,,459891.91,101587.54,2024,61
809063,1723,VIČ,LJUBLJANA,70/1,5,,,1/1,,480,,,459889.86,101603.94,2024,61
809096,1759,PODGORICA,LJUBLJANA,814/2,5,,,1/1,,145,,,468047.86,106340.29,2024,61
809104,1739,ZGORNJA ŠIŠKA,LJUBLJANA,2071/10,5,,,1/1,,13,,,460614.44,103999.94,2024,61
809159,1723,VIČ,LJUBLJANA,1826,5,,,15/1024,,323,,,460117.11,100104.77,2024,61
809160,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,832/206,6,,,1/1,,37,,,460782.24,99057.3,2024,61
809161,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,250/1041,5,,,1/1,,670,,,461406.54,99642.48,2024,61
809161,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,250/230,5,,,1/1,,81,,,461410.98,99645.54,2024,61
809161,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,250/1042,5,,,1/1,,146,,,461427.38,99656.47,2024,61
809175,1771,ZADOBROVA,LJUBLJANA,542/23,5,,,1/1,,211,,,468058.82,102924.71,2024,61
809185,1723,VIČ,LJUBLJANA,207/2,3,,,1/4,,206,,,460096.76,101009.26,2024,61
809185,1723,VIČ,LJUBLJANA,207/1,5,,,1/4,,230,,,460101.17,100994.78,2024,61
809185,1723,VIČ,LJUBLJANA,208/2,3,,,1/4,,138,,,460086.13,101005.83,2024,61
809185,1723,VIČ,LJUBLJANA,208/1,5,,,1/4,,234,,,460087.71,100990.58,2024,61
809242,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,313/321,5,,,1/1,,401,,,461055.38,99542.55,2024,61
809242,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,313/365,5,,,1/1,,16,,,461081.97,99555.83,2024,61
809276,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,816/2,5,,,1/2,,322,,,460744.1,98709.21,2024,61
809279,1738,DRAVLJE,LJUBLJANA,428,3,,,2115/1000000,,1919,,,459583.65,105173.8,2024,61
809279,1738,DRAVLJE,LJUBLJANA,432,5,,,2115/1000000,,1438,,,459571.64,105207.1,2024,61
809455,1735,STOŽICE,LJUBLJANA,2279/36,3,,,1/1,,360,,,464104.79,105157.69,2024,61
809456,1738,DRAVLJE,LJUBLJANA,1474/2,5,,,1/1,,618,,,459150.78,104137.68,2024,61
