ID_POSLA,VRSTA_KUPOPRODAJNEGA_POSLA,DATUM_UVELJAVITVE,DATUM_SKLENITVE_POGODBE,POGODBENA_CENA_ODSKODNINA,VKLJUCENOST_DDV,STOPNJA_DDV,DATUM_IZTEKA_LIZINGA,DATUM_PRENEHANJA_LIZINGA,OPOMBE_O_PRAVNEM_POSLU,POSREDOVANJE_NEPREMICNINSKE_AGENCIJE,DATUM_ZADNJE_SPREMEMBE_POSLA,DATUM_ZADNJE_UVELJAVITVE_POSLA,VRSTA_AKTA,TRZNOST_POSLA,LETO,RPE_OBCINE_SIFRA
754351,1,16.10.2023,01.06.2023,185766.89,1,3,,,,,15.04.2025,16.10.2023,1,1,2023,61
682905,1,10.02.2023,22.12.2022,100000,0,,,,,,15.04.2025,10.02.2023,1,3,2023,61
738581,1,11.05.2023,27.02.2023,84084.98,0,,,,,,15.04.2025,11.05.2023,1,3,2023,61
743702,1,10.07.2023,16.05.2023,170800,0,,,,,,15.04.2025,10.07.2023,1,1,2023,61
689698,1,17.03.2023,01.02.2023,285000,0,,,,,,15.04.2025,17.03.2023,1,2,2023,61
758279,1,15.11.2023,05.10.2023,525000,0,,,,,,15.04.2025,15.11.2023,1,2,2023,61
737772,1,10.05.2023,31.03.2023,1100,0,,,,,,15.04.2025,10.05.2023,1,2,2023,61
736780,1,10.05.2023,08.03.2023,160000,0,,,,,,15.04.2025,10.05.2023,1,1,2023,61
790924,1,15.12.2023,06.11.2023,10000,0,,,,,,15.04.2025,15.12.2023,1,2,2023,61
743215,1,05.07.2023,21.04.2022,174134,1,3,,,,,15.04.2025,05.07.2023,1,1,2023,61
754022,1,16.10.2023,24.08.2023,188000,0,,,,,,15.04.2025,16.10.2023,1,1,2023,61
741216,1,11.06.2023,04.05.2023,14705.88,0,,,,,,15.04.2025,11.06.2023,1,2,2023,61
680361,1,10.01.2023,30.11.2022,33150,0,,,,,,15.04.2025,10.01.2023,1,3,2023,61
755816,1,20.10.2023,18.09.2023,165000,0,,,,,,15.04.2025,20.10.2023,1,1,2023,61
757362,1,15.11.2023,22.09.2023,115000,0,,,,,,15.04.2025,15.11.2023,1,3,2023,61
755592,1,20.10.2023,15.09.2023,240000,0,,,,,,15.04.2025,20.10.2023,1,2,2023,61
743472,1,10.07.2023,18.05.2023,51000,0,,,,,,15.04.2025,10.07.2023,1,1,2023,61
688998,1,16.03.2023,20.01.2023,230000,0,,,,,,15.04.2025,16.03.2023,1,2,2023,61
720389,1,06.04.2023,29.03.2023,4000,1,4,,,,,15.04.2025,06.04.2023,1,2,2023,61
738030,1,10.05.2023,27.05.2022,240000,0,,,,,,15.04.2025,10.05.2023,1,3,2023,61
747175,1,31.08.2023,14.06.2023,70000,0,,,,,,15.04.2025,31.08.2023,1,4,2023,61
733844,1,17.04.2023,24.02.2023,90000,0,,,,,,15.04.2025,17.04.2023,1,2,2023,61
801112,1,22.12.2023,18.12.2023,834795.76,1,3,,,,,15.04.2025,22.12.2023,1,2,2023,61
750272,1,10.09.2023,24.07.2023,275000,0,,,,,,15.04.2025,10.09.2023,1,1,2023,61
758671,1,16.11.2023,12.10.2023,58528.2,0,,,,,,15.04.2025,16.11.2023,1,4,2023,61
681105,1,10.01.2023,10.11.2022,100000,0,,,,,,15.04.2025,10.01.2023,1,3,2023,61
680353,1,10.01.2023,29.11.2022,12360,0,,,,,,15.04.2025,10.01.2023,1,2,2023,61
792386,1,16.12.2023,22.11.2023,325000,0,,,,,,15.04.2025,16.12.2023,1,1,2023,61
755431,1,20.10.2023,08.09.2023,175000,0,,,,,,15.04.2025,20.10.2023,1,1,2023,61
741805,1,11.06.2023,20.04.2023,10000,0,,,,,,15.04.2025,11.06.2023,1,3,2023,61
741084,1,11.06.2023,24.04.2023,237000,0,,,,,,15.04.2025,11.06.2023,1,2,2023,61
683027,1,10.02.2023,23.12.2022,373080,0,,,,,,15.04.2025,10.02.2023,1,2,2023,61
736875,1,10.05.2023,22.03.2023,13572,0,,,,,,15.04.2025,10.05.2023,1,3,2023,61
796597,1,20.12.2023,24.10.2023,503033.94,1,3,,,,,15.04.2025,20.12.2023,1,1,2023,61
