ID_POSLA,SIFRA_KO,IME_KO,OBCINA,PARCELNA_STEVILKA,VRSTA_ZEMLJISCA,VRSTA_TRAJNEGA_NASADA,STAROST_TRAJNEGA_NASADA,PRODANI_DELEZ_PARCELE,OPOMBE_O_NEPREMICNINI,POVRSINA_PARCELE,POGODBENA_CENA_PARCELE,STOPNJA_DDV_PARCELE,E_CENTROID,N_CENTROID,LETO,RPE_OBCINE_SIFRA
-519113,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,908/1,10,,,1/52,pot,1939,,,,,2010,61
-519105,1733,BIZOVIK,LJUBLJANA,331/2,5,,,1/1,,352,,,,,2010,61
-519101,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,516,3,,,1/1,,523,,,,,2010,61
-519092,1734,JEŽICA,LJUBLJANA,966/6,10,,,1/24,DVOSOBNO STANOVANJE,58,,,,,2010,61
-519092,1734,JEŽICA,LJUBLJANA,966/3,10,,,1/24,DVOSOBNO STANOVANJE,30,,,,,2010,61
-519092,1734,JEŽICA,LJUBLJANA,966/7,10,,,3/12,DVOSOBNO STANOVANJE,30,,,,,2010,61
-519092,1734,JEŽICA,LJUBLJANA,966/2,10,,,3/12,DVOSOBNO STANOVANJE,197,,,,,2010,61
-519089,1723,VIČ,LJUBLJANA,1872/6,10,,,1/2,STANOVANJSKA STAVBA IN DVORIŠČE,360,,,,,2010,61
-518981,1723,VIČ,LJUBLJANA,2202/33,6,,,6/10,,24,,,,,2010,61
-518981,1723,VIČ,LJUBLJANA,2202/32,5,,,601/1000,,301,,,,,2010,61
-518981,1723,VIČ,LJUBLJANA,2193/3,5,,,601/1000,12 m2 predstavlja kurilnico.,45,,,,,2010,61
-518969,1696,RUDNIK,LJUBLJANA,2449/2,5,,,1/1,,500,,,,,2010,61
-518934,1696,RUDNIK,ŠKOFLJICA,10/120,7,,,1/12,"dostopna pot, atrij, parking",80,,,,,2010,61
-518934,1696,RUDNIK,ŠKOFLJICA,10/69,7,,,1/10,"dostopna pot, atrij, parking",130,,,,,2010,61
-518934,1696,RUDNIK,ŠKOFLJICA,10/135,7,,,1/1,"dostopna pot, atrij, parking",44,,,,,2010,61
-518934,1696,RUDNIK,ŠKOFLJICA,10/119,7,,,1/18,"dostopna pot, atrij, parking",172,,,,,2010,61
-518934,1696,RUDNIK,ŠKOFLJICA,10/133,3,,,2/3,parking,41,,,,,2010,61
-518934,1696,RUDNIK,ŠKOFLJICA,10/136,5,,,1/2,shramba,7,,,,,2010,61
-518884,1757,NADGORICA,LJUBLJANA,662/20,5,,,1/1,,315,,,464943.4,106508.32,2010,61
-518855,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,896/175,3,,,1/1,,60,,,461657.78,99577.86,2010,61
-518755,1731,UDMAT,LJUBLJANA,443/3,5,,,8/100,,32,,,463639.59,101737.59,2010,61
-518753,1723,VIČ,LJUBLJANA,2192,5,,,53/1000,,509,,,458913.03,99313.04,2010,61
-518753,1723,VIČ,LJUBLJANA,2193/1,5,,,53/1000,,206,,,458894.73,99314.26,2010,61
-518753,1723,VIČ,LJUBLJANA,2193/18,5,,,53/1000,,325,,,458911.15,99301.27,2010,61
-518655,1731,UDMAT,LJUBLJANA,443/3,5,,,8/100,,32,,,463639.59,101737.59,2010,61
-518653,1723,VIČ,LJUBLJANA,2192,5,,,53/1000,,509,,,458913.03,99313.04,2010,61
-518653,1723,VIČ,LJUBLJANA,2193/1,5,,,53/1000,,206,,,458894.73,99314.26,2010,61
-518653,1723,VIČ,LJUBLJANA,2193/18,5,,,53/1000,,325,,,458911.15,99301.27,2010,61
-518503,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,888/19,10,,,171/2563,,2563,,,461328.24,98805.74,2010,61
-518503,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,890/1,10,,,NP,,12209,,,461352.98,98873.16,2010,61
-518403,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,888/19,10,,,171/2563,,2563,,,461328.24,98805.74,2010,61
-518403,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,890/1,10,,,NP,,12209,,,461352.98,98873.16,2010,61
-518369,1739,ZGORNJA ŠIŠKA,LJUBLJANA,1104/1,1,,,1/1,,1272,,,459264.03,103406.53,2010,61
-518230,1735,STOŽICE,LJUBLJANA,2667/20,2,,,4/158,,9,,,463505.39,104537.03,2010,61
-518230,1735,STOŽICE,LJUBLJANA,2667/50,2,,,4/158,,450,,,463266.41,104185.25,2010,61
-518209,1756,ČRNUČE,LJUBLJANA,489/29,5,,,1/1,,22,,,463578.89,108171.14,2010,61
-518209,1756,ČRNUČE,LJUBLJANA,488/64,5,,,1/1,,16,,,463664.03,108106.88,2010,61
-518193,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,376/218,5,,,1/1,,16,,,460504.12,99475.38,2010,61
-518193,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,371/65,5,,,1/1,,238,,,460522.26,99450.67,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/38,3,,,2/42,,13,,,459225.1,106081.83,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/37,6,,,2/42,,13,,,459226.22,106079.68,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/12,6,,,2/42,,13,,,459201.11,106060.58,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/42,6,,,1/1,,13,,,459231.96,106080.33,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/32,6,,,2/42,,13,,,459216.34,106076.35,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/22,6,,,2/42,,13,,,459200.7,106072.07,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/30,6,,,2/42,,13,,,459219.07,106072.02,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/29,6,,,2/42,,13,,,459220.24,106069.68,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/18,6,,,2/42,,13,,,459206.04,106063.74,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/8,6,,,2/42,,13,,,459190.54,106059.27,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/40,6,,,2/42,,13,,,459222.07,106085.84,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/10,6,,,2/42,,13,,,459187.59,106063.82,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/17,6,,,2/42,,13,,,459207.27,106061.56,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/7,6,,,2/42,,13,,,459191.71,106057.31,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/20,6,,,2/42,,13,,,459203.37,106067.77,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/27,6,,,2/42,,13,,,459210.48,106075.62,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/39,6,,,2/42,,13,,,459223.71,106083.98,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/46,6,,,2/42,,13,,,459226.84,106089,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/36,6,,,2/42,,13,,,459227.8,106077.47,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/26,6,,,2/42,,13,,,459212.01,106073.3,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/45,6,,,1/1,,13,,,459228.12,106086.71,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/35,6,,,2/42,,13,,,459229.26,106075.46,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/25,6,,,2/42,,13,,,459213.48,106071.48,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/28,6,,,2/42,,13,,,459209.4,106077.66,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/15,6,,,2/42,,13,,,459197.4,106067.12,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/5,6,,,2/42,,13,,,459194.02,106053.3,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/16,6,,,2/42,,13,,,459196.29,106069.21,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/6,6,,,2/42,,13,,,459192.83,106055.29,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/13,6,,,2/42,,13,,,459199.91,106062.84,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/2,6,,,2/42,,168,,,459240.64,106090.99,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/43,6,,,2/42,,13,,,459230.85,106082.54,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/33,6,,,2/42,,13,,,459215.15,106078.56,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/23,6,,,2/42,,13,,,459216.1,106067.03,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/44,6,,,2/42,,13,,,459229.59,106084.53,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/34,6,,,2/42,,13,,,459213.79,106080.55,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/24,6,,,2/42,,13,,,459214.92,106069.4,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/19,6,,,2/42,,13,,,459204.65,106065.75,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/9,6,,,2/42,,13,,,459189.04,106061.58,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/41,6,,,2/42,,13,,,459233.35,106078.1,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/31,6,,,2/42,,13,,,459217.81,106074.23,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/14,6,,,2/42,,13,,,459198.55,106064.91,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/4,6,,,2/42,,346,,,459208.98,106068.67,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/21,6,,,2/42,,13,,,459201.98,106069.98,2010,61
-518188,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,472/11,6,,,2/42,,13,,,459202.69,106058.51,2010,61
-518099,1726,ŠENTPETER,LJUBLJANA,194,5,,,1/1,,399,,,462825.74,101856.85,2010,61
-518099,1726,ŠENTPETER,LJUBLJANA,195,5,,,1/1,,553,,,462814.62,101846.68,2010,61
-518099,1726,ŠENTPETER,LJUBLJANA,194,5,,,1/1,,399,,,462825.74,101856.85,2010,61
-518096,1756,ČRNUČE,LJUBLJANA,974/3,3,,,1/48,,851,,,463764.17,106633.49,2010,61
-518010,1696,RUDNIK,LJUBLJANA,4/19,5,,,1/4,,433,,,463877.16,98781.64,2010,61
-518010,1696,RUDNIK,LJUBLJANA,4/40,5,,,1/4,,150,,,463886.49,98778.25,2010,61
-517999,1739,ZGORNJA ŠIŠKA,LJUBLJANA,237/3,5,,,1/1,,30,,,459953.44,103860.36,2010,61
-517999,1739,ZGORNJA ŠIŠKA,LJUBLJANA,237/1,5,,,251/311,,311,,,459964.07,103850.61,2010,61
-517999,1739,ZGORNJA ŠIŠKA,LJUBLJANA,237/2,5,,,90/366,,188,,,459954.66,103854.36,2010,61
-517963,1756,ČRNUČE,LJUBLJANA,484/21,3,,,1/1,,18,,,463446.59,108034.8,2010,61
-517963,1756,ČRNUČE,LJUBLJANA,484/41,3,,,1/1,,43,,,463451.07,108046.42,2010,61
-517904,1749,GAMELJNE,LJUBLJANA,186/1,7,,,1/1,,2511,,,460260.03,109538.25,2010,61
-517834,1755,GLINCE,LJUBLJANA,544/21,3,,,1/1,,931,,,457756.62,104828.04,2010,61
-517828,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,634/2,3,,,1/1,,86,,,459448.87,106340.58,2010,61
-517826,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,634/2,3,,,1/1,,86,,,459448.87,106340.58,2010,61
-517806,1770,KAŠELJ,LJUBLJANA,2072/1,5,,,3/4,,1223,,,469867.71,101359.21,2010,61
-517806,1770,KAŠELJ,LJUBLJANA,2072/1,5,,,3/4,,1223,,,469867.71,101359.21,2010,61
-517793,1738,DRAVLJE,LJUBLJANA,1713/38,5,,,1/1,,4014,,,459949.08,105237.26,2010,61
-517778,1723,VIČ,LJUBLJANA,2242/7,7,,,1/1,,452,,,458691.44,98020.86,2010,61
-517776,1695,KARLOVŠKO PREDMESTJE,LJUBLJANA,239/1,3,,,1/12,,2968,,,463730.99,99021.51,2010,61
-517742,1730,MOSTE,LJUBLJANA,992,5,,,10/700,,658,,,463949.12,101973.87,2010,61
-517742,1730,MOSTE,LJUBLJANA,993/1,5,,,10/700,,1755,,,463925.78,101967.1,2010,61
