ID_POSLA,SIFRA_KO,IME_KO,OBCINA,STEVILKA_STAVBE,STEVILKA_DELA_STAVBE,PARCELNA_STEVILKA_ZA_GEOLOKACIJO,INTERNA_OZNAKA_DELA_STAVBE,EVIDENTIRANOST_DELA_STAVBE,NASELJE,ULICA,HISNA_STEVILKA,DODATEK_HS,STEVILKA_STANOVANJA_ALI_POSLOVNEGA_PROSTORA,VRSTA_DELA_STAVBE,LETO_IZGRADNJE_DELA_STAVBE,STAVBA_JE_DOKONCANA,GRADBENA_FAZA,NOVOGRADNJA,PRODANA_POVRSINA,PRODANI_DELEZ_DELA_STAVBE,PRODANA_POVRSINA_DELA_STAVBE,PRODANA_UPORABNA_POVRSINA_DELA_STAVBE,NADSTROPJE_DELA_STAVBE,STEVILO_ZUNANJIH_PARKIRNIH_MEST,ATRIJ,POVRSINA_ATRIJA,OPOMBE_O_NEPREMICNINI,DEJANSKA_RABA_DELA_STAVBE,LEGA_DELA_STAVBE_V_STAVBI,STEVILO_SOB,POVRSINA_DELA_STAVBE,UPORABNA_POVRSINA,PROSTORI_DELA_STAVBE,POGODBENA_CENA_DELA_STAVBE,STOPNJA_DDV_DELA_STAVBE,E_CENTROID,N_CENTROID,LETO,RPE_OBCINE_SIFRA
640853,1723,VIČ,LJUBLJANA,4802,402,,,1,,,,,,4,1970,1,,,11,1/1,,,,,,,,15 - Garaža,klet,,11.3,11.3, garaža,,,459701.66,100256.3,2022,61
658290,1739,ZGORNJA ŠIŠKA,LJUBLJANA,6986,242,,,1,,,,,242,5,2020,1,,,13,1/1,,,,,,,,16 - Garažno parkirno mesto,klet,,13.3,13.3, garažni parkirni prostor,,,460746.56,104871.26,2022,61
654888,1739,ZGORNJA ŠIŠKA,LJUBLJANA,1187,86,,,1,,,,,386,4,1967,1,,,12,1/1,,,,,,,,15 - Garaža,nadstropje,,11.8,11.8, garaža,,,459759.6,103670.12,2022,61
650075,1750,ŠMARTNO POD ŠMARNO GORO,LJUBLJANA,551,1,,,1,LJUBLJANA,INGLIČEVA ULICA,16,,,1,2007,1,,,197,1/1,,,,,,,,1 - Stanovanje v enostanovanjski stavbi,pritličje,,197,148.4," bivalni prostor | klet | odprta terasa, balkon, loža",,,459439.59,109690.81,2022,61
661501,1772,SLAPE,LJUBLJANA,2047,1,,,1,,,,,,13,1890,1,,,420,1/1,,,,,,,,27 - Hlev,pritličje,,420.3,420.3, kmetijski prostor,,,467493.34,101200.3,2022,61
638014,1731,UDMAT,LJUBLJANA,1314,1,,,1,LJUBLJANA,PUGLJEVA ULICA,25,,,2,1939,1,,,229,1/1,,,,,,,,2 - Stanovanje,pritličje,,228.7,144.7," bivalni prostor | garažni parkirni prostor | klet | odprta terasa, balkon, loža | shramba, sušilnica, pralnica",,,464081.7,101519.96,2022,61
661985,2680,NOVE JARŠE,LJUBLJANA,275,60,,,1,LJUBLJANA,BEBLERJEV TRG,1,,60,2,1982,1,,,43,1/1,,,,,,,,2 - Stanovanje,nadstropje,,42.8,33.3," bivalni prostor | klet | zaprta terasa, balkon, loža",,,464984.31,103549.3,2022,61
664831,2636,BEŽIGRAD,LJUBLJANA,2189,27,,,1,LJUBLJANA,VOJKOVA CESTA,9,,27,2,1964,1,,,50,1/1,,,,,,,,2 - Stanovanje,nadstropje,,49.9,45.8, bivalni prostor | klet,,,462454.09,103075.47,2022,61
674448,2636,BEŽIGRAD,LJUBLJANA,586,306,,,1,LJUBLJANA,POSAVSKEGA ULICA,20,,306,2,1965,1,,,64,1/2,,,,,,,,2 - Stanovanje,nadstropje,,63.8,49.6," bivalni prostor | klet | odprta terasa, balkon, loža",,,461947.76,103725.09,2022,61
670704,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,7626,30,,,1,LJUBLJANA,KRIMSKA ULICA,6,,1,2,1959,1,,,35,1/1,,,,,,,,2 - Stanovanje,pritličje,,34.7,29.5, bivalni prostor | klet,,,460466.96,100041.85,2022,61
645833,1727,POLJANSKO PREDMESTJE,LJUBLJANA,1061,423,,,1,LJUBLJANA,MESARSKA CESTA,16,,423,3,2005,1,,,27,1/1,,,,,,,,15 - Garaža,drugo,,26.9,26.9, garaža,,,463146.79,100983.95,2022,61
647909,1737,TABOR,LJUBLJANA,1976,671,,,1,,,,,,3,2012,1,,1,13.58,44/100,,,,,,,,16 - Garažno parkirno mesto,klet,,13.6,13.6, garažni parkirni prostor,,,462803.95,102308.84,2022,61
647001,1723,VIČ,LJUBLJANA,2953,111,,,1,LJUBLJANA,POKLUKARJEVA ULICA,4,,111,2,1980,1,,,54,1/1,,,,,,,,2 - Stanovanje,nadstropje,,54.3,48.2," bivalni prostor | klet | odprta terasa, balkon, loža",,,458968.02,100440.51,2022,61
647305,1739,ZGORNJA ŠIŠKA,LJUBLJANA,2853,9,,,1,LJUBLJANA,CELOVŠKA CESTA,105,,9,5,1934,1,,,42,1/1,,,,,,,,9 - Poslovni del stavbe,klet,,42.3,33.8, poslovni prostor,,,460630.92,103244.31,2022,61
634948,2636,BEŽIGRAD,LJUBLJANA,3873,45,,,1,,,,,45,3,2005,1,,,16,1/1,,,,,,,,16 - Garažno parkirno mesto,klet,,16.4,16.4, garažni parkirni prostor,,,463222.62,102811.69,2022,61
657713,1727,POLJANSKO PREDMESTJE,LJUBLJANA,367,648,,,1,LJUBLJANA,AMBROŽEV TRG,4,,,4,1969,1,,,13,1/1,,,,,,,,15 - Garaža,drugo,,13,13, garaža,,,462768.37,101188.08,2022,61
661757,2679,GRADIŠČE II,LJUBLJANA,970,2,,,1,,,,,,6,1926,1,,,40,1/1,,,,,,,,9 - Poslovni del stavbe,pritličje,,40.2,40.2, poslovni prostor,,,460397.02,100746.22,2022,61
644874,2636,BEŽIGRAD,LJUBLJANA,2697,42,,,1,LJUBLJANA,DUNAJSKA CESTA,51,,,14,1969,1,,,6,1/2,,,,,,,,37 - Skupni komunikacijski prostor,,,5.8,0, skupni komunikacijski prostor,,,461980.98,102911.26,2022,61
665088,1753,VIŽMARJE,LJUBLJANA,3514,1,,,1,LJUBLJANA,PIPANOVA POT,14,,1,12,2019,1,,,50,1/1,,,,,,,,"5 - Koča, dom",pritličje,,50.3,43.1," bivalni prostor | odprta terasa, balkon, loža",,,458541,107035.9,2022,61
677244,1737,TABOR,LJUBLJANA,722,7,,,1,LJUBLJANA,TRUBARJEVA CESTA,41,A,,14,1860,1,,,59,1/2,,,,,,,,33 - Klet,mansarda,,59,59, klet,,,462178.58,101557.98,2022,61
675350,1770,KAŠELJ,LJUBLJANA,3239,1,,,1,,,,,,11,1850,1,,0,109.04,106/625,,,,,,,,17 - Del stavbe za industrijsko rabo,pritličje,,642.9,642.9, proizvodni in skladiščni prostor,,,468349.76,101068.33,2022,61
