ID_POSLA,SIFRA_KO,IME_KO,OBCINA,PARCELNA_STEVILKA,VRSTA_ZEMLJISCA,VRSTA_TRAJNEGA_NASADA,STAROST_TRAJNEGA_NASADA,PRODANI_DELEZ_PARCELE,OPOMBE_O_NEPREMICNINI,POVRSINA_PARCELE,POGODBENA_CENA_PARCELE,STOPNJA_DDV_PARCELE,E_CENTROID,N_CENTROID,LETO,RPE_OBCINE_SIFRA
-654225,1695,KARLOVŠKO PREDMESTJE,LJUBLJANA,404/3,5,,,1/3,,653,,,462323.46,99440.97,2013,61
-654225,1695,KARLOVŠKO PREDMESTJE,LJUBLJANA,404/3,5,,,1/3,,653,,,462323.46,99440.97,2013,61
-654224,1695,KARLOVŠKO PREDMESTJE,LJUBLJANA,243/920,3,,,1/1,,31,,,463420.8,98809.48,2013,61
-654224,1695,KARLOVŠKO PREDMESTJE,LJUBLJANA,243/944,6,,,1/1,,11,,,463416.8,98801.08,2013,61
-654207,1771,ZADOBROVA,LJUBLJANA,789/9,5,,,1/4,,596,,,466902.6,104179.52,2013,61
-654147,1778,VOLAVLJE,LJUBLJANA,3590/1,9,,,1/1,,23418,,,473159.39,103015.74,2013,61
-653916,1732,ŠTEPANJA VAS,LJUBLJANA,21/1,3,,,81/500,"stanovanje št. 7 v izmeri 69,60 m2 ki se nahaja v 6. etaži in klet v izmeri 4,35 m2 ki se nahaja v 3 etaži. Oboje na naslovu Pugljeva 17, 1000 Ljubljana",466,,,,,2013,61
-653916,1732,ŠTEPANJA VAS,LJUBLJANA,21/4,6,,,1/1,garaža v izmeri 22m2 in dvorišče v izmeri 57 m2,79,,,,,2013,61
-653914,1695,KARLOVŠKO PREDMESTJE,LJUBLJANA,400/144,10,,,1/1,ATRIJ IN TERASA,140,,,,,2013,61
-653914,1695,KARLOVŠKO PREDMESTJE,LJUBLJANA,400/143,10,,,1/1,ATRIJ IN TERASA,26,,,,,2013,61
-653514,1735,STOŽICE,LJUBLJANA,2265/60,3,,,1/30,,436,,,,,2013,61
-653514,1735,STOŽICE,LJUBLJANA,2265/61,3,,,1/30,,483,,,,,2013,61
-653514,1735,STOŽICE,LJUBLJANA,2265/62,3,,,1/30,,9,,,,,2013,61
-653514,1735,STOŽICE,LJUBLJANA,2265/59,3,,,1/30,,37,,,,,2013,61
-653514,1735,STOŽICE,LJUBLJANA,2265/58,3,,,1/30,,29,,,,,2013,61
-653514,1735,STOŽICE,LJUBLJANA,2265/55,3,,,1/30,,57,,,,,2013,61
-653514,1735,STOŽICE,LJUBLJANA,2265/57,3,,,1/9,,28,,,,,2013,61
-653514,1735,STOŽICE,LJUBLJANA,2265/8,3,,,1/1,,12,,,,,2013,61
-653514,1735,STOŽICE,LJUBLJANA,2265/56,3,,,1/30,,28,,,,,2013,61
-653514,1735,STOŽICE,LJUBLJANA,2265/49,5,,,1/1,,108,,,,,2013,61
-653496,1750,ŠMARTNO POD ŠMARNO GORO,LJUBLJANA,169/2,5,,,1/1,,296,,,,,2013,61
-653496,1750,ŠMARTNO POD ŠMARNO GORO,LJUBLJANA,171/5,5,,,1/1,,361,,,,,2013,61
-653495,1770,KAŠELJ,LJUBLJANA,1445,5,,,1/1,,949,,,,,2013,61
-653478,2636,BEŽIGRAD,LJUBLJANA,1269/2,5,,,1/1,,140,,,,,2013,61
-653476,1727,POLJANSKO PREDMESTJE,LJUBLJANA,424,5,,,1/1,,339,,,,,2013,61
-653416,2636,BEŽIGRAD,LJUBLJANA,1258/2,10,,,1/1,atrij,62,,,,,2013,61
-653151,1757,NADGORICA,LJUBLJANA,627/3,5,,,1/1,Skladiščni protori,1515,,,,,2013,61
-653011,1727,POLJANSKO PREDMESTJE,LJUBLJANA,425,5,,,1/1,,547,,,462555.82,100866.51,2013,61
-653011,1727,POLJANSKO PREDMESTJE,LJUBLJANA,424,5,,,1/1,,339,,,462551.43,100883.59,2013,61
-653007,2677,PRULE,LJUBLJANA,2/8,5,,,1/1,,49,,,462038.83,100703.11,2013,61
-652989,1772,SLAPE,LJUBLJANA,676/6,3,,,1/1,,336,,,467645.96,102119.28,2013,61
-652984,1723,VIČ,LJUBLJANA,618/1,5,,,114/600,,235,,,460076.27,100866.69,2013,61
-652982,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,917/5,5,,,1/4,,434,,,461630.94,99042.81,2013,61
-652982,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,918/16,5,,,1/4,,104,,,461626.6,99031.75,2013,61
-652969,1695,KARLOVŠKO PREDMESTJE,LJUBLJANA,243/699,10,,,1/1,,10,,,463935.15,98560.35,2013,61
-652934,1735,STOŽICE,LJUBLJANA,2238/7,10,,,1/1,,6713,,,464417.79,104826.12,2013,61
-652925,1982,ŠUJICA,LJUBLJANA,326/4,5,,,1/2,,277,,,457826.48,100441.53,2013,61
-652925,1982,ŠUJICA,LJUBLJANA,326/11,5,,,1/2,,271,,,457847.43,100440.4,2013,61
-652921,1772,SLAPE,LJUBLJANA,797/18,5,,,1/2,,268,,,467573.84,102024.66,2013,61
-652881,1737,TABOR,LJUBLJANA,2527,5,,,67/100,,18,,,461948.71,101583.7,2013,61
-652881,1737,TABOR,LJUBLJANA,2528,5,,,67/100,,179,,,461949.74,101579.72,2013,61
-652863,1736,BRINJE I,LJUBLJANA,840/83,5,,,1/1,,14,,,462007.24,104851.36,2013,61
-652828,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,957/24,5,,,1/1,,618,,,461690.45,98605.87,2013,61
-652823,1728,LJUBLJANA MESTO,LJUBLJANA,47/16,5,,,3/20,,938,,,461857.49,101208.65,2013,61
-652813,1736,BRINJE I,LJUBLJANA,134/5,3,,,1/1,,88,,,462131.82,104684.48,2013,61
-652813,1736,BRINJE I,LJUBLJANA,134/1,5,,,1/1,,148,,,462141.5,104677.4,2013,61
-652813,1736,BRINJE I,LJUBLJANA,134/4,5,,,1/1,,42,,,462132.23,104693.05,2013,61
-652807,1695,KARLOVŠKO PREDMESTJE,LJUBLJANA,350/137,3,,,1/1,,506,,,463128.2,98228.53,2013,61
-652790,1723,VIČ,LJUBLJANA,1943/52,5,,,1/1,,22,,,459020.25,99630.53,2013,61
-652751,1770,KAŠELJ,LJUBLJANA,2180/3,3,,,1/1,,13,,,468869.61,101286.23,2013,61
-652751,1770,KAŠELJ,LJUBLJANA,2180/8,3,,,1/1,,96,,,468875.48,101282.7,2013,61
-652751,1770,KAŠELJ,LJUBLJANA,2180/20,5,,,1/1,,353,,,468894.38,101269.88,2013,61
-652748,1771,ZADOBROVA,LJUBLJANA,3/1,7,,,1/1,,746,,,467855.32,103630.41,2013,61
-652734,1752,STANEŽIČE,LJUBLJANA,703/1,9,,,1/1,,2396,,,455415.52,106820.84,2013,61
-652734,1752,STANEŽIČE,LJUBLJANA,703/2,9,,,1/1,,773,,,455344.77,106739.53,2013,61
-652636,1994,DOBROVA,LJUBLJANA,2045/67,5,,,76/1000,,372,,,457479.03,99595.1,2013,61
-652604,1730,MOSTE,LJUBLJANA,437/8,3,,,1/1,,334,,,463940.91,102231.46,2013,61
-652604,1730,MOSTE,LJUBLJANA,437/1,3,,,1/1,,380,,,463927.05,102269.83,2013,61
-652591,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,411/50,5,,,1/1,,241,,,460180.48,99308.42,2013,61
-652591,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,411/50,5,,,1/1,,241,,,460180.48,99308.42,2013,61
-652559,2706,ZELENA JAMA,LJUBLJANA,1456,10,,,1/1,,560,,,463643.7,103083.6,2013,61
-652468,1738,DRAVLJE,LJUBLJANA,1142/3,3,,,1/1,,75,,,459020.07,104663.85,2013,61
-652468,1738,DRAVLJE,LJUBLJANA,1143/8,3,,,1/1,,771,,,459008.55,104656.56,2013,61
-652468,1738,DRAVLJE,LJUBLJANA,1142/5,3,,,1/1,,54,,,459023.06,104662.55,2013,61
-652468,1738,DRAVLJE,LJUBLJANA,1143/7,3,,,1/1,,10,,,458994.06,104656.82,2013,61
-652465,1771,ZADOBROVA,LJUBLJANA,789/9,5,,,1/4,,596,,,466902.6,104179.52,2013,61
-652435,1772,SLAPE,LJUBLJANA,676/6,3,,,1/1,,336,,,467645.96,102119.28,2013,61
-652435,1772,SLAPE,LJUBLJANA,677/7,5,,,1/1,,241,,,467649.09,102143,2013,61
-652421,1695,KARLOVŠKO PREDMESTJE,LJUBLJANA,291,7,,,1/1,,6060,,,463558.46,96708.16,2013,61
-652392,1756,ČRNUČE,LJUBLJANA,631/53,6,,,1/3,,11,,,464573.94,107362.32,2013,61
-652392,1756,ČRNUČE,LJUBLJANA,631/54,6,,,1/3,,18,,,464570.93,107355.97,2013,61
-652392,1756,ČRNUČE,LJUBLJANA,631/52,6,,,1/1,,27,,,464571.83,107362.42,2013,61
-652329,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,233/40,5,,,1/1,,15,,,461158.07,100171.49,2013,61
-652309,1982,ŠUJICA,LJUBLJANA,358/28,3,,,1/1,,413,,,457852.69,100793.02,2013,61
-652309,1982,ŠUJICA,LJUBLJANA,358/47,5,,,1/1,,72,,,457855.64,100787.57,2013,61
-652291,1723,VIČ,LJUBLJANA,2130/1,10,,,1/2,,291,,,458539.09,99344.16,2013,61
-652263,1778,VOLAVLJE,LJUBLJANA,994,9,,,1/1,,31841,,,476819.99,99460.45,2013,61
-652263,1778,VOLAVLJE,LJUBLJANA,995,9,,,1/1,,770,,,476930.37,99362.7,2013,61
-652261,2679,GRADIŠČE II,LJUBLJANA,96/30,5,,,9/25,,84,,,460442.34,101147.88,2013,61
-652261,2679,GRADIŠČE II,LJUBLJANA,96/8,5,,,9/50,,628,,,460460.93,101150.43,2013,61
-652237,2636,BEŽIGRAD,LJUBLJANA,1269/2,5,,,1/1,,140,,,462768.22,103498.49,2013,61
-652212,1695,KARLOVŠKO PREDMESTJE,LJUBLJANA,404/67,6,,,1/1,,12,,,462358.61,99366.1,2013,61
-652202,1739,ZGORNJA ŠIŠKA,LJUBLJANA,805/14,5,,,1/1,,18,,,460569.59,102990.83,2013,61
-652150,1994,DOBROVA,LJUBLJANA,2045/67,5,,,179/1000,,372,,,457479.03,99595.1,2013,61
-652150,1994,DOBROVA,LJUBLJANA,2045/68,5,,,179/1000,,225,,,457489.35,99598.54,2013,61
-652147,1752,STANEŽIČE,LJUBLJANA,232/17,5,,,1/1,,175,,,457383.38,107106.57,2013,61
-652139,1737,TABOR,LJUBLJANA,2520/1,5,,,1/4,,581,,,461951.45,101623.8,2013,61
-652137,1994,DOBROVA,LJUBLJANA,2045/67,5,,,76/1000,,372,,,457479.03,99595.1,2013,61
-652137,1994,DOBROVA,LJUBLJANA,2045/68,5,,,76/1000,,225,,,457489.35,99598.54,2013,61
-652136,1737,TABOR,LJUBLJANA,2520/1,5,,,1/1,,581,,,461951.45,101623.8,2013,61
-652118,1740,SPODNJA ŠIŠKA,LJUBLJANA,622,10,,,4/444,,444,,,461199.21,102960.47,2013,61
-652117,1725,AJDOVŠČINA,LJUBLJANA,2756,5,,,1/45,,897,,,461499.32,101703.13,2013,61
-652115,1773,DOBRUNJE,LJUBLJANA,1276/5,5,,,1/1,,749,,,468457.35,99803.81,2013,61
-652080,2636,BEŽIGRAD,LJUBLJANA,53/2,10,,,1/13,,259,,,461740.37,104092.09,2013,61
-652069,1775,SOSTRO,LJUBLJANA,457/4,5,,,1/1,,190,,,469652.07,99755.11,2013,61
-652066,1770,KAŠELJ,LJUBLJANA,2184/13,5,,,1/1,,305,,,468830.26,101294.39,2013,61
-652066,1770,KAŠELJ,LJUBLJANA,2184/14,5,,,1/1,,16,,,468825.99,101283.34,2013,61
-652066,1770,KAŠELJ,LJUBLJANA,2184/4,5,,,1/1,,173,,,468841.57,101295.12,2013,61
-652062,1734,JEŽICA,LJUBLJANA,1180/1,5,,,1/1,,1210,,,462323.46,105966.42,2013,61
-652058,1738,DRAVLJE,LJUBLJANA,1086/12,5,,,1/1,,19,,,458951.83,104575.32,2013,61
-652041,1753,VIŽMARJE,LJUBLJANA,631/177,5,,,1/1,,374,,,458927.79,108221.47,2013,61
-652020,2679,GRADIŠČE II,LJUBLJANA,182/6,10,,,1/2,,99,,,460369.9,100685.27,2013,61
-652020,2679,GRADIŠČE II,LJUBLJANA,182/1,10,,,1/2,,69,,,460362.7,100686.68,2013,61
-652020,2679,GRADIŠČE II,LJUBLJANA,182/8,10,,,1/1,,15,,,460372.41,100675.78,2013,61
-652000,1738,DRAVLJE,LJUBLJANA,1086/14,5,,,1/1,,18,,,458956.22,104579.99,2013,61
-651987,1779,TREBELJEVO,LJUBLJANA,383/4,10,,,1/1,,43,,,479751.3,96979.52,2013,61
-651987,1779,TREBELJEVO,LJUBLJANA,383/2,5,,,1/1,,1042,,,479738.64,96952.89,2013,61
-651987,1779,TREBELJEVO,LJUBLJANA,383/2,5,,,1/1,,1042,,,479738.64,96952.89,2013,61
-651968,1759,PODGORICA,LJUBLJANA,1242/15,5,,,1/1,,299,,,467169.53,106269.3,2013,61
-651955,1752,STANEŽIČE,LJUBLJANA,147/1,5,,,1/1,,521,,,456939.8,107361.21,2013,61
-651890,1778,VOLAVLJE,LJUBLJANA,504/2,7,,,1/1,,17583,,,479444.72,99455.4,2013,61
-651890,1778,VOLAVLJE,LJUBLJANA,554/1,7,,,1/1,,7127,,,479840.55,99651.65,2013,61
-651890,1778,VOLAVLJE,LJUBLJANA,554/4,7,,,1/1,,7708,,,479914.65,99617.71,2013,61
-651890,1778,VOLAVLJE,LJUBLJANA,558,7,,,1/1,,18246,,,479530.09,99952.04,2013,61
-651890,1778,VOLAVLJE,LJUBLJANA,554/3,7,,,1/1,,43,,,479832.17,99680.44,2013,61
-651890,1778,VOLAVLJE,LJUBLJANA,554/2,7,,,1/1,,70,,,479806.15,99675.32,2013,61
-651890,1778,VOLAVLJE,LJUBLJANA,534,7,,,1/1,,3248,,,480154.39,99556.75,2013,61
-651890,1778,VOLAVLJE,LJUBLJANA,554/2,5,,,1/1,,70,,,479806.15,99675.32,2013,61
-651890,1778,VOLAVLJE,LJUBLJANA,554/3,5,,,1/1,,43,,,479832.17,99680.44,2013,61
-651881,2636,BEŽIGRAD,LJUBLJANA,1945/4,5,,,1/1,,52,,,461947.73,102788.61,2013,61
-651840,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,273/16,3,,,1/1,,720,,,461017.23,99898.42,2013,61
-651782,1770,KAŠELJ,LJUBLJANA,1479/1,6,,,4740/100000,,1871,,,468474.84,101682.95,2013,61
-651782,1770,KAŠELJ,LJUBLJANA,1482,10,,,4740/100000,,481,,,468405.98,101644.25,2013,61
-651774,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,933/15,3,,,1/1,,18,,,461691.83,98833.43,2013,61
-651764,1735,STOŽICE,LJUBLJANA,772/1,5,,,1/1,,294,,,462347.92,105317.88,2013,61
-651764,1735,STOŽICE,LJUBLJANA,772/2,5,,,1/1,,132,,,462347.2,105324.18,2013,61
-651757,1723,VIČ,LJUBLJANA,155/4,6,,,1/1,,13,,,460092.37,101165.22,2013,61
-651749,1772,SLAPE,LJUBLJANA,779,5,,,1/1,,229,,,467628.59,101733.96,2013,61
-651749,1772,SLAPE,LJUBLJANA,780/2,5,,,1/1,,32,,,467626.35,101726.96,2013,61
-651747,1731,UDMAT,LJUBLJANA,131/14,5,,,1/1,,17,,,463808.55,102030.14,2013,61
-651731,1723,VIČ,LJUBLJANA,336,5,,,1/1,,632,,,459787.65,101293.71,2013,61
-651731,1723,VIČ,LJUBLJANA,336,5,,,1/1,,632,,,459787.65,101293.71,2013,61
-651643,1756,ČRNUČE,LJUBLJANA,631/51,3,,,1/1,,28,,,464569.23,107362.69,2013,61
-651633,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,1689/8,7,,,1/1,,6214,,,462353.93,96375.35,2013,61
-651612,1739,ZGORNJA ŠIŠKA,LJUBLJANA,620/36,5,,,125/1050,,349,,,460338.11,103691.97,2013,61
-651612,1739,ZGORNJA ŠIŠKA,LJUBLJANA,620/37,5,,,125/1050,,352,,,460335.17,103676.01,2013,61
-651574,1740,SPODNJA ŠIŠKA,LJUBLJANA,1019/3,5,,,18/32,,48,,,460740.16,102826.46,2013,61
-651574,1740,SPODNJA ŠIŠKA,LJUBLJANA,1019/2,5,,,18/32,,2360,,,460731.41,102833.4,2013,61
-651571,1736,BRINJE I,LJUBLJANA,79/12,10,,,1/2,,52,,,462234.73,104842.28,2013,61
-651571,1736,BRINJE I,LJUBLJANA,79/11,5,,,1/2,,451,,,462231.06,104854.75,2013,61
-651560,2680,NOVE JARŠE,LJUBLJANA,1749,5,,,15/64,,509,,,464379.47,103539.54,2013,61
-651553,1770,KAŠELJ,LJUBLJANA,3186,9,,,1/1,,2399,,,471918.96,102654.36,2013,61
-651553,1770,KAŠELJ,LJUBLJANA,3187,9,,,1/1,,13152,,,472042.35,102690.57,2013,61
-651553,1770,KAŠELJ,LJUBLJANA,3185,9,,,1/1,,5100,,,471877.91,102653.91,2013,61
-651534,1755,GLINCE,LJUBLJANA,505/24,5,,,1/1,,499,,,457501.17,104867.37,2013,61
-651498,1730,MOSTE,LJUBLJANA,408,5,,,1/1,,256,,,463753.47,102518.17,2013,61
-651450,1753,VIŽMARJE,LJUBLJANA,1649,5,,,1/1,,531,,,458132.44,107039.27,2013,61
-651424,1734,JEŽICA,LJUBLJANA,683/3,7,,,1/1,,1097,,,460509.05,106462.12,2013,61
-651405,1755,GLINCE,LJUBLJANA,1337,9,,,1/21,,34563,,,454415.41,105094.15,2013,61
-651401,1695,KARLOVŠKO PREDMESTJE,LJUBLJANA,360/5,5,,,1/4,,15,,,462276.15,98873.56,2013,61
-651401,1695,KARLOVŠKO PREDMESTJE,LJUBLJANA,360/10,5,,,1/1,,212,,,462325.59,98837.58,2013,61
-651401,1695,KARLOVŠKO PREDMESTJE,LJUBLJANA,360/3,5,,,1/6,,255,,,462304.83,98861.41,2013,61
-651398,1723,VIČ,LJUBLJANA,783/33,5,,,1411/10000,,16,,,460192.68,100449.47,2013,61
-651398,1723,VIČ,LJUBLJANA,783/34,5,,,1411/10000,,15,,,460189.37,100448.07,2013,61
-651398,1723,VIČ,LJUBLJANA,783/32,3,,,1/1,,1866,,,460200.52,100442.99,2013,61
-651398,1723,VIČ,LJUBLJANA,783/37,5,,,1411/10000,,14,,,460181.72,100445.38,2013,61
-651398,1723,VIČ,LJUBLJANA,783/35,5,,,1411/10000,,15,,,460186.76,100446.94,2013,61
-651398,1723,VIČ,LJUBLJANA,783/39,5,,,1411/10000,,15,,,460177.28,100441.98,2013,61
-651398,1723,VIČ,LJUBLJANA,783/38,5,,,1411/10000,,14,,,460179.37,100442.94,2013,61
-651398,1723,VIČ,LJUBLJANA,783/36,5,,,1411/10000,,14,,,460184.59,100444.85,2013,61
-651397,2682,BRDO,LJUBLJANA,1746/6,3,,,1/1,,5,,,458127.34,101163.84,2013,61
-651397,2682,BRDO,LJUBLJANA,1746/5,3,,,1/1,,43,,,458122.47,101158.68,2013,61
-651397,2682,BRDO,LJUBLJANA,1804/24,5,,,1/1,,218,,,458123.7,101150.78,2013,61
-651395,2636,BEŽIGRAD,LJUBLJANA,768/23,3,,,75124/1000000,,410,,,461513.11,103648.66,2013,61
-651395,2636,BEŽIGRAD,LJUBLJANA,768/24,3,,,75124/1000000,,213,,,461511.28,103637.08,2013,61
-651395,2636,BEŽIGRAD,LJUBLJANA,768/22,3,,,75124/1000000,,201,,,461514.93,103658.17,2013,61
-651395,2636,BEŽIGRAD,LJUBLJANA,768/21,3,,,75124/1000000,,61,,,461491.19,103664.04,2013,61
-651395,2636,BEŽIGRAD,LJUBLJANA,768/20,3,,,75124/1000000,,207,,,461513.77,103663.38,2013,61
-651394,1738,DRAVLJE,LJUBLJANA,1086/13,5,,,1/1,,19,,,458953.71,104579.51,2013,61
-651342,1770,KAŠELJ,LJUBLJANA,2180/21,3,,,1/1,,336,,,468878.54,101269.14,2013,61
-651323,1723,VIČ,LJUBLJANA,156/8,3,,,1/50,,41,,,460113.44,101146.99,2013,61
-651159,2679,GRADIŠČE II,LJUBLJANA,73/18,5,,,1/1,,1487,,,460234.37,101821.58,2013,61
-651144,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,332/52,5,,,1/1,,234,,,460674.47,99931.9,2013,61
-651131,1778,VOLAVLJE,LJUBLJANA,338/7,5,,,1/1,,508,,,478677.3,98650.48,2013,61
-651131,1778,VOLAVLJE,LJUBLJANA,338/7,5,,,1/1,,508,,,478677.3,98650.48,2013,61
-651128,1994,DOBROVA,LJUBLJANA,1762/26,5,,,4/6,,1465,,,457048.17,99238.65,2013,61
-651120,1734,JEŽICA,LJUBLJANA,1199/1,3,,,1/1,,41,,,462261.87,105930.51,2013,61
-651120,1734,JEŽICA,LJUBLJANA,1200,5,,,1/1,,415,,,462261.52,105937.37,2013,61
-651120,1734,JEŽICA,LJUBLJANA,1200,5,,,1/1,,415,,,462261.52,105937.37,2013,61
-651088,1771,ZADOBROVA,LJUBLJANA,972/11,7,,,1/1,,4074,,,468454.32,103962.21,2013,61
-651088,1771,ZADOBROVA,LJUBLJANA,972/12,7,,,1/1,,4074,,,468467.56,103920.65,2013,61
-651088,1771,ZADOBROVA,LJUBLJANA,972/10,7,,,1/1,,852,,,468493.42,103962.52,2013,61
-651071,1740,SPODNJA ŠIŠKA,LJUBLJANA,980/2,3,,,1/1,,314,,,460614.14,103017.96,2013,61
-651071,1740,SPODNJA ŠIŠKA,LJUBLJANA,980/1,3,,,1/1,,266,,,460607.98,103006.09,2013,61
-651071,1740,SPODNJA ŠIŠKA,LJUBLJANA,980/3,3,,,1/1,,6,,,460624.99,102996.53,2013,61
-651062,1730,MOSTE,LJUBLJANA,993/12,3,,,5/700,,56,,,463931.46,101940.58,2013,61
-651062,1730,MOSTE,LJUBLJANA,993/7,3,,,5/700,,429,,,463936.28,101968.2,2013,61
-651062,1730,MOSTE,LJUBLJANA,993/9,3,,,5/700,,131,,,463965.45,101963.72,2013,61
-651062,1730,MOSTE,LJUBLJANA,993/10,3,,,5/700,,384,,,463939.44,101946.49,2013,61
-651062,1730,MOSTE,LJUBLJANA,993/8,3,,,5/700,,440,,,463958.91,101986.41,2013,61
-651062,1730,MOSTE,LJUBLJANA,993/11,3,,,5/700,,56,,,463954.6,101952.24,2013,61
-651062,1730,MOSTE,LJUBLJANA,993/6,3,,,5/700,,775,,,463922.56,101965.33,2013,61
-651062,1730,MOSTE,LJUBLJANA,993/5,5,,,5/700,,66,,,463938.63,101979.12,2013,61
-651062,1730,MOSTE,LJUBLJANA,992,5,,,5/700,,671,,,463949.12,101973.85,2013,61
-651059,1771,ZADOBROVA,LJUBLJANA,789/9,5,,,1/4,,596,,,466902.6,104179.52,2013,61
-651027,1733,BIZOVIK,LJUBLJANA,1294/1,5,,,1/1,,1009,,,465091.43,100525.08,2013,61
-650958,1749,GAMELJNE,LJUBLJANA,1204,7,,,1/1,,5757,,,462301.49,109112.89,2013,61
-650954,1752,STANEŽIČE,LJUBLJANA,52,7,,,1/1,,416,,,456246.64,107850.17,2013,61
-650927,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,284/84,10,,,1/1,,86,,,460889.55,100303,2013,61
-650913,2636,BEŽIGRAD,LJUBLJANA,2011/15,3,,,28571/100000,,343,,,461494.58,102852.23,2013,61
-650897,2636,BEŽIGRAD,LJUBLJANA,714/1,5,,,1/1,,377,,,461514.73,103176.02,2013,61
-650897,2636,BEŽIGRAD,LJUBLJANA,714/3,5,,,1/1,,99,,,461506.86,103160.86,2013,61
-650890,1725,AJDOVŠČINA,LJUBLJANA,2697/1,3,,,1/1,,7,,,461430.71,101783.68,2013,61
-650890,1725,AJDOVŠČINA,LJUBLJANA,2701/3,3,,,1/1,,42,,,461438.13,101780.81,2013,61
-650890,1725,AJDOVŠČINA,LJUBLJANA,2698/1,3,,,1/1,,7,,,461427.75,101784.89,2013,61
-650890,1725,AJDOVŠČINA,LJUBLJANA,2699/1,3,,,1/1,,8,,,461424.79,101785.88,2013,61
-650890,1725,AJDOVŠČINA,LJUBLJANA,2700/1,3,,,1/1,,17,,,461420.92,101787.4,2013,61
-650890,1725,AJDOVŠČINA,LJUBLJANA,2701/1,3,,,1/1,,11,,,461419.25,101789.43,2013,61
-650886,1770,KAŠELJ,LJUBLJANA,1115/2,3,,,783/2076,,824,,,470479.89,102157.81,2013,61
-650886,1770,KAŠELJ,LJUBLJANA,1115/1,3,,,783/2076,,1252,,,470479.39,102174.22,2013,61
-650885,1735,STOŽICE,LJUBLJANA,205/12,3,,,1/6,,11,,,462587.11,105989.49,2013,61
-650885,1735,STOŽICE,LJUBLJANA,205/6,3,,,1/6,,271,,,462578.9,105991.51,2013,61
-650885,1735,STOŽICE,LJUBLJANA,207/5,5,,,1/6,,305,,,462563.3,105995.57,2013,61
-650882,1725,AJDOVŠČINA,LJUBLJANA,2848,5,,,40/3000,,377,,,461588.1,101607.4,2013,61
