ID_POSLA,SIFRA_KO,IME_KO,OBCINA,STEVILKA_STAVBE,STEVILKA_DELA_STAVBE,PARCELNA_STEVILKA_ZA_GEOLOKACIJO,INTERNA_OZNAKA_DELA_STAVBE,EVIDENTIRANOST_DELA_STAVBE,NASELJE,ULICA,HISNA_STEVILKA,DODATEK_HS,STEVILKA_STANOVANJA_ALI_POSLOVNEGA_PROSTORA,VRSTA_DELA_STAVBE,LETO_IZGRADNJE_DELA_STAVBE,STAVBA_JE_DOKONCANA,GRADBENA_FAZA,NOVOGRADNJA,PRODANA_POVRSINA,PRODANI_DELEZ_DELA_STAVBE,PRODANA_POVRSINA_DELA_STAVBE,PRODANA_UPORABNA_POVRSINA_DELA_STAVBE,NADSTROPJE_DELA_STAVBE,STEVILO_ZUNANJIH_PARKIRNIH_MEST,ATRIJ,POVRSINA_ATRIJA,OPOMBE_O_NEPREMICNINI,DEJANSKA_RABA_DELA_STAVBE,LEGA_DELA_STAVBE_V_STAVBI,STEVILO_SOB,POVRSINA_DELA_STAVBE,UPORABNA_POVRSINA,PROSTORI_DELA_STAVBE,POGODBENA_CENA_DELA_STAVBE,STOPNJA_DDV_DELA_STAVBE,E_CENTROID,N_CENTROID,LETO,RPE_OBCINE_SIFRA
26392,1737,TABOR,LJUBLJANA,422,1,,,1,,,,,,4,1965,1,,,1.07,1/13,,,,,,,,"1242001 - Samostoječa garaža, vrstna garaža",pritličje,,14,14,-,,,462211.36,101794.33,2013,61
26166,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,481,1,,,1,Ljubljana,Prušnikova ulica,52,,1,8,1929,1,,0,85.8,1/1,,,,,,,,1230104 - Prodajalna,pritličje,,85.8,85.8,-,,,458956.25,106252.45,2013,61
26430,1730,MOSTE,LJUBLJANA,4100,72,,,1,Ljubljana,Leskoškova cesta,9,E,72,4,2004,1,,0,12,1/1,,,,,,,,1242002 - Garaža,drugo,,12,12,-,,,465990.82,102632.42,2013,61
26451,1730,MOSTE,LJUBLJANA,4100,111,,,1,Ljubljana,Leskoškova cesta,9,E,111,4,2004,1,,0,12,1/1,,,,,,,,1242002 - Garaža,drugo,,12,12,-,,,465990.82,102632.42,2013,61
26451,1730,MOSTE,LJUBLJANA,4100,112,,,1,Ljubljana,Leskoškova cesta,9,E,112,4,2004,1,,0,12,1/1,,,,,,,,1242002 - Garaža,drugo,,12,12,-,,,465990.82,102632.42,2013,61
26451,1730,MOSTE,LJUBLJANA,4100,181,,,1,Ljubljana,Leskoškova cesta,9,E,181,5,2004,1,,0,148,1/1,,,2,,,,,1220301 - Poslovni prostori,nadstropje,,148,148,-,,,465990.82,102632.42,2013,61
26482,1733,BIZOVIK,LJUBLJANA,355,12,,,1,Ljubljana,Trpinčeva ulica,108,,12,6,1960,1,,0,50,1/1,,,,,,,,1220301 - Poslovni prostori,pritličje,,50,50,-,,,466617.03,100927.11,2013,61
26482,1733,BIZOVIK,LJUBLJANA,355,40,,,1,Ljubljana,Trpinčeva ulica,108,,40,6,1960,1,,0,60,1/1,,,,,,,,1220301 - Poslovni prostori,pritličje,,60,60,-,,,466617.03,100927.11,2013,61
26482,1733,BIZOVIK,LJUBLJANA,355,43,,,1,Ljubljana,Trpinčeva ulica,108,,43,6,1960,1,,0,23,1/1,,,,,,,,1220301 - Poslovni prostori,pritličje,,23,23,-,,,466617.03,100927.11,2013,61
26858,1695,KARLOVŠKO PREDMESTJE,LJUBLJANA,4085,1,,,1,,,,,,5,2000,1,,,52,1/1,,,,,,,,"1242001 - Samostoječa garaža, vrstna garaža",pritličje,,52,52,-,,,462476.24,99310.41,2013,61
26858,1695,KARLOVŠKO PREDMESTJE,LJUBLJANA,4086,1,,,1,,,,,,5,1997,1,,,48,1/1,,,,,,,,"1211202 - Restavracija, gostilna",pritličje,0,48,48,-,,,462463.35,99307.34,2013,61
26858,1695,KARLOVŠKO PREDMESTJE,LJUBLJANA,1824,1,,,1,Ljubljana,Jurčkova cesta,7,,1,5,1990,1,,,62,1/1,,,,,,,,"1211202 - Restavracija, gostilna",pritličje,0,72,62,-,,,462467.5,99311.77,2013,61
26858,1695,KARLOVŠKO PREDMESTJE,LJUBLJANA,1824,2,,,1,Ljubljana,Jurčkova cesta,7,,2,5,1990,1,,,62,1/1,,,1,,,,,1220301 - Poslovni prostori,nadstropje,,72,62,-,,,462467.5,99311.77,2013,61
26858,1695,KARLOVŠKO PREDMESTJE,LJUBLJANA,1821,1,,,1,,,,,,5,1990,1,,,22,1/1,,,2,,,,,1220301 - Poslovni prostori,pritličje,,22,22,-,,,462473.43,99315.43,2013,61
26870,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,3457,1,,,1,Ljubljana,Levarjeva ulica,5,,1,2,1956,1,,,53.2,1/1,,,,2,,,,1121001 - Stanovanje v samostoječi stavbi z dvema stanovanjema,pritličje,3,60,53.2, Kurilnica,,,460809.77,99049.32,2013,61
26870,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,3457,3,,,1,Ljubljana,Levarjeva ulica,5,,,11,1956,1,,,20,1/1,,,,,,,,1251001 - Industrijski del stavbe,pritličje,,20,20,-,,,460809.77,99049.32,2013,61
